PK,SK,kanji_char,component_char,,,EntityType
KANJI#1,COMPONENT#127,高,亠,,,KanjiComponent
KANJI#1,COMPONENT#285,高,口,,,KanjiComponent
KANJI#1,COMPONENT#188,高,冂,,,KanjiComponent
KANJI#2,COMPONENT#909,食,𠆢,,,KanjiComponent
KANJI#2,COMPONENT#776,食,良,,,KanjiComponent
KANJI#2,COMPONENT#775,食,艮,,,KanjiComponent
KANJI#3,COMPONENT#865,電,雨,,,KanjiComponent
KANJI#3,COMPONENT#538,電,日,,,KanjiComponent
KANJI#3,COMPONENT#108,電,乚,,,KanjiComponent
KANJI#3,COMPONENT#188,電,冂,,,KanjiComponent
KANJI#4,COMPONENT#92,雨,丶,,,KanjiComponent
KANJI#4,COMPONENT#188,雨,冂,,,KanjiComponent
KANJI#4,COMPONENT#3,雨,┬,,,KanjiComponent
KANJI#5,COMPONENT#853,間,門,,,KanjiComponent
KANJI#5,COMPONENT#538,間,日,,,KanjiComponent
KANJI#7,COMPONENT#909,金,𠆢,,,KanjiComponent
KANJI#7,COMPONENT#327,金,土,,,KanjiComponent
KANJI#7,COMPONENT#93,金,丷,,,KanjiComponent
KANJI#8,COMPONENT#663,車,申,,,KanjiComponent
KANJI#8,COMPONENT#538,車,日,,,KanjiComponent
KANJI#8,COMPONENT#117,車,二,,,KanjiComponent
KANJI#8,COMPONENT#86,車,丨,,,KanjiComponent
KANJI#9,COMPONENT#810,読,言,,,KanjiComponent
KANJI#9,COMPONENT#341,読,売,,,KanjiComponent
KANJI#9,COMPONENT#337,読,士,,,KanjiComponent
KANJI#9,COMPONENT#164,読,儿,,,KanjiComponent
KANJI#10,COMPONENT#810,語,言,,,KanjiComponent
KANJI#10,COMPONENT#305,語,吾,,,KanjiComponent
KANJI#10,COMPONENT#121,語,五,,,KanjiComponent
KANJI#10,COMPONENT#285,語,口,,,KanjiComponent
KANJI#11,COMPONENT#810,話,言,,,KanjiComponent
KANJI#11,COMPONENT#769,話,舌,,,KanjiComponent
KANJI#11,COMPONENT#245,話,千,,,KanjiComponent
KANJI#11,COMPONENT#285,話,口,,,KanjiComponent
KANJI#12,COMPONENT#686,見,目,,,KanjiComponent
KANJI#12,COMPONENT#164,見,儿,,,KanjiComponent
KANJI#13,COMPONENT#285,西,口,,,KanjiComponent
KANJI#13,COMPONENT#164,西,儿,,,KanjiComponent
KANJI#13,COMPONENT#65,西,一,,,KanjiComponent
KANJI#14,COMPONENT#487,行,彳,,,KanjiComponent
KANJI#14,COMPONENT#118,行,亍,,,KanjiComponent
KANJI#14,COMPONENT#67,行,丁,,,KanjiComponent
KANJI#15,COMPONENT#853,聞,門,,,KanjiComponent
KANJI#15,COMPONENT#750,聞,耳,,,KanjiComponent
KANJI#16,COMPONENT#681,百,白,,,KanjiComponent
KANJI#16,COMPONENT#65,百,一,,,KanjiComponent
KANJI#17,COMPONENT#538,白,日,,,KanjiComponent
KANJI#18,COMPONENT#660,男,田,,,KanjiComponent
KANJI#18,COMPONENT#221,男,力,,,KanjiComponent
KANJI#19,COMPONENT#907,生,𠂉,,,KanjiComponent
KANJI#19,COMPONENT#327,生,土,,,KanjiComponent
KANJI#19,COMPONENT#643,生,牛,,,KanjiComponent
KANJI#20,COMPONENT#177,父,八,,,KanjiComponent
KANJI#20,COMPONENT#98,父,乂,,,KanjiComponent
KANJI#21,COMPONENT#143,火,人,,,KanjiComponent
KANJI#22,COMPONENT#32,水,フ,,,KanjiComponent
KANJI#22,COMPONENT#113,水,亅,,,KanjiComponent
KANJI#23,COMPONENT#614,気,气,,,KanjiComponent
KANJI#23,COMPONENT#43,気,㐅,,,KanjiComponent
KANJI#24,COMPONENT#606,毎,毋,,,KanjiComponent
KANJI#24,COMPONENT#907,毎,𠂉,,,KanjiComponent
KANJI#25,COMPONENT#92,母,丶,,,KanjiComponent
KANJI#25,COMPONENT#908,母,𠃌,,,KanjiComponent
KANJI#26,COMPONENT#572,校,木,,,KanjiComponent
KANJI#26,COMPONENT#132,校,交,,,KanjiComponent
KANJI#26,COMPONENT#127,校,亠,,,KanjiComponent
KANJI#26,COMPONENT#640,校,父,,,KanjiComponent
KANJI#27,COMPONENT#538,東,日,,,KanjiComponent
KANJI#27,COMPONENT#572,東,木,,,KanjiComponent
KANJI#27,COMPONENT#663,東,申,,,KanjiComponent
KANJI#28,COMPONENT#573,来,未,,,KanjiComponent
KANJI#28,COMPONENT#572,来,木,,,KanjiComponent
KANJI#28,COMPONENT#93,来,丷,,,KanjiComponent
KANJI#29,COMPONENT#572,本,木,,,KanjiComponent
KANJI#29,COMPONENT#242,本,十,,,KanjiComponent
KANJI#30,COMPONENT#242,木,十,,,KanjiComponent
KANJI#31,COMPONENT#117,月,二,,,KanjiComponent
KANJI#32,COMPONENT#753,書,肀,,,KanjiComponent
KANJI#32,COMPONENT#117,書,二,,,KanjiComponent
KANJI#32,COMPONENT#538,書,日,,,KanjiComponent
KANJI#33,COMPONENT#538,時,日,,,KanjiComponent
KANJI#33,COMPONENT#397,時,寺,,,KanjiComponent
KANJI#33,COMPONENT#327,時,土,,,KanjiComponent
KANJI#33,COMPONENT#396,時,寸,,,KanjiComponent
KANJI#34,COMPONENT#285,日,口,,,KanjiComponent
KANJI#34,COMPONENT#65,日,一,,,KanjiComponent
KANJI#35,COMPONENT#487,後,彳,,,KanjiComponent
KANJI#35,COMPONENT#459,後,幺,,,KanjiComponent
KANJI#35,COMPONENT#343,後,夂,,,KanjiComponent
KANJI#36,COMPONENT#249,年,午,,,KanjiComponent
KANJI#36,COMPONENT#1,年,┌,,,KanjiComponent
KANJI#36,COMPONENT#907,年,𠂉,,,KanjiComponent
KANJI#37,COMPONENT#27,左,ナ,,,KanjiComponent
KANJI#37,COMPONENT#434,左,工,,,KanjiComponent
KANJI#38,COMPONENT#30,川,ノ,,,KanjiComponent
KANJI#38,COMPONENT#86,川,丨,,,KanjiComponent
KANJI#39,COMPONENT#208,山,凵,,,KanjiComponent
KANJI#39,COMPONENT#86,山,丨,,,KanjiComponent
KANJI#40,COMPONENT#177,小,八,,,KanjiComponent
KANJI#40,COMPONENT#113,小,亅,,,KanjiComponent
KANJI#41,COMPONENT#373,学,子,,,KanjiComponent
KANJI#41,COMPONENT#11,学,⺍,,,KanjiComponent
KANJI#41,COMPONENT#199,学,冖,,,KanjiComponent
KANJI#42,COMPONENT#114,子,了,,,KanjiComponent
KANJI#42,COMPONENT#65,子,一,,,KanjiComponent
KANJI#43,COMPONENT#17,女,く,,,KanjiComponent
KANJI#43,COMPONENT#30,女,ノ,,,KanjiComponent
KANJI#43,COMPONENT#65,女,一,,,KanjiComponent
KANJI#44,COMPONENT#352,天,大,,,KanjiComponent
KANJI#44,COMPONENT#143,天,人,,,KanjiComponent
KANJI#44,COMPONENT#65,天,一,,,KanjiComponent
KANJI#45,COMPONENT#143,大,人,,,KanjiComponent
KANJI#45,COMPONENT#65,大,一,,,KanjiComponent
KANJI#46,COMPONENT#349,外,夕,,,KanjiComponent
KANJI#46,COMPONENT#257,外,卜,,,KanjiComponent
KANJI#47,COMPONENT#242,土,十,,,KanjiComponent
KANJI#48,COMPONENT#285,国,口,,,KanjiComponent
KANJI#48,COMPONENT#649,国,玉,,,KanjiComponent
KANJI#48,COMPONENT#650,国,王,,,KanjiComponent
KANJI#49,COMPONENT#285,四,口,,,KanjiComponent
KANJI#49,COMPONENT#164,四,儿,,,KanjiComponent
KANJI#50,COMPONENT#349,名,夕,,,KanjiComponent
KANJI#50,COMPONENT#285,名,口,,,KanjiComponent
KANJI#51,COMPONENT#27,右,ナ,,,KanjiComponent
KANJI#51,COMPONENT#285,右,口,,,KanjiComponent
KANJI#52,COMPONENT#275,友,又,,,KanjiComponent
KANJI#52,COMPONENT#27,友,ナ,,,KanjiComponent
KANJI#53,COMPONENT#454,南,干,,,KanjiComponent
KANJI#53,COMPONENT#188,南,冂,,,KanjiComponent
KANJI#53,COMPONENT#242,南,十,,,KanjiComponent
KANJI#53,COMPONENT#93,南,丷,,,KanjiComponent
KANJI#54,COMPONENT#242,半,十,,,KanjiComponent
KANJI#54,COMPONENT#117,半,二,,,KanjiComponent
KANJI#54,COMPONENT#93,半,丷,,,KanjiComponent
KANJI#55,COMPONENT#907,午,𠂉,,,KanjiComponent
KANJI#55,COMPONENT#242,午,十,,,KanjiComponent
KANJI#55,COMPONENT#454,午,干,,,KanjiComponent
KANJI#56,COMPONENT#242,千,十,,,KanjiComponent
KANJI#57,COMPONENT#65,十,一,,,KanjiComponent
KANJI#57,COMPONENT#86,十,丨,,,KanjiComponent
KANJI#58,COMPONENT#237,北,匕,,,KanjiComponent
KANJI#58,COMPONENT#86,北,丨,,,KanjiComponent
KANJI#59,COMPONENT#9,前,⺉,,,KanjiComponent
KANJI#59,COMPONENT#567,前,月,,,KanjiComponent
KANJI#59,COMPONENT#65,前,一,,,KanjiComponent
KANJI#59,COMPONENT#93,前,丷,,,KanjiComponent
KANJI#60,COMPONENT#177,分,八,,,KanjiComponent
KANJI#60,COMPONENT#211,分,刀,,,KanjiComponent
KANJI#61,COMPONENT#426,出,山,,,KanjiComponent
KANJI#61,COMPONENT#208,出,凵,,,KanjiComponent
KANJI#62,COMPONENT#188,円,冂,,,KanjiComponent
KANJI#62,COMPONENT#4,円,┴,,,KanjiComponent
KANJI#63,COMPONENT#177,六,八,,,KanjiComponent
KANJI#63,COMPONENT#127,六,亠,,,KanjiComponent
KANJI#64,COMPONENT#30,八,ノ,,,KanjiComponent
KANJI#65,COMPONENT#30,入,ノ,,,KanjiComponent
KANJI#66,COMPONENT#907,先,𠂉,,,KanjiComponent
KANJI#66,COMPONENT#117,先,二,,,KanjiComponent
KANJI#66,COMPONENT#327,先,土,,,KanjiComponent
KANJI#66,COMPONENT#164,先,儿,,,KanjiComponent
KANJI#67,COMPONENT#144,何,亻,,,KanjiComponent
KANJI#67,COMPONENT#292,何,可,,,KanjiComponent
KANJI#67,COMPONENT#285,何,口,,,KanjiComponent
KANJI#67,COMPONENT#67,何,丁,,,KanjiComponent
KANJI#68,COMPONENT#144,休,亻,,,KanjiComponent
KANJI#68,COMPONENT#572,休,木,,,KanjiComponent
KANJI#69,COMPONENT#909,今,𠆢,,,KanjiComponent
KANJI#69,COMPONENT#40,今,ラ,,,KanjiComponent
KANJI#69,COMPONENT#32,今,フ,,,KanjiComponent
KANJI#70,COMPONENT#30,人,ノ,,,KanjiComponent
KANJI#71,COMPONENT#28,五,ニ,,,KanjiComponent
KANJI#71,COMPONENT#1,五,┌,,,KanjiComponent
KANJI#72,COMPONENT#28,二,ニ,,,KanjiComponent
KANJI#73,COMPONENT#107,九,乙,,,KanjiComponent
KANJI#73,COMPONENT#30,九,ノ,,,KanjiComponent
KANJI#74,COMPONENT#285,中,口,,,KanjiComponent
KANJI#74,COMPONENT#86,中,丨,,,KanjiComponent
KANJI#75,COMPONENT#65,下,一,,,KanjiComponent
KANJI#75,COMPONENT#257,下,卜,,,KanjiComponent
KANJI#76,COMPONENT#65,上,一,,,KanjiComponent
KANJI#76,COMPONENT#2,上,┣,,,KanjiComponent
KANJI#77,COMPONENT#65,三,一,,,KanjiComponent
KANJI#77,COMPONENT#117,三,二,,,KanjiComponent
KANJI#78,COMPONENT#65,万,一,,,KanjiComponent
KANJI#78,COMPONENT#908,万,𠃌,,,KanjiComponent
KANJI#78,COMPONENT#30,万,ノ,,,KanjiComponent
KANJI#79,COMPONENT#65,七,一,,,KanjiComponent
KANJI#80,COMPONENT#65,一,一,,,KanjiComponent
KANJI#81,COMPONENT#848,黒,里,,,KanjiComponent
KANJI#81,COMPONENT#632,黒,灬,,,KanjiComponent
KANJI#82,COMPONENT#632,鳥,灬,,,KanjiComponent
KANJI#83,COMPONENT#20,魚,ク,,,KanjiComponent
KANJI#83,COMPONENT#660,魚,田,,,KanjiComponent
KANJI#83,COMPONENT#632,魚,灬,,,KanjiComponent
KANJI#84,COMPONENT#884,験,馬,,,KanjiComponent
KANJI#84,COMPONENT#48,験,㑒,,,KanjiComponent
KANJI#84,COMPONENT#632,験,灬,,,KanjiComponent
KANJI#85,COMPONENT#884,駅,馬,,,KanjiComponent
KANJI#85,COMPONENT#416,駅,尺,,,KanjiComponent
KANJI#85,COMPONENT#632,駅,灬,,,KanjiComponent
KANJI#86,COMPONENT#880,館,食,,,KanjiComponent
KANJI#87,COMPONENT#881,飲,飠,,,KanjiComponent
KANJI#87,COMPONENT#592,飲,欠,,,KanjiComponent
KANJI#88,COMPONENT#881,飯,飠,,,KanjiComponent
KANJI#88,COMPONENT#279,飯,反,,,KanjiComponent
KANJI#89,COMPONENT#205,風,几,,,KanjiComponent
KANJI#89,COMPONENT#795,風,虫,,,KanjiComponent
KANJI#90,COMPONENT#553,題,是,,,KanjiComponent
KANJI#90,COMPONENT#875,題,頁,,,KanjiComponent
KANJI#90,COMPONENT#538,題,日,,,KanjiComponent
KANJI#90,COMPONENT#898,題,龰,,,KanjiComponent
KANJI#90,COMPONENT#822,題,貝,,,KanjiComponent
KANJI#91,COMPONENT#716,音,立,,,KanjiComponent
KANJI#91,COMPONENT#538,音,日,,,KanjiComponent
KANJI#92,COMPONENT#900,青,龶,,,KanjiComponent
KANJI#92,COMPONENT#567,青,月,,,KanjiComponent
KANJI#93,COMPONENT#859,集,隹,,,KanjiComponent
KANJI#93,COMPONENT#572,集,木,,,KanjiComponent
KANJI#94,COMPONENT#856,院,阝,,,KanjiComponent
KANJI#94,COMPONENT#383,院,完,,,KanjiComponent
KANJI#95,COMPONENT#853,開,門,,,KanjiComponent
KANJI#95,COMPONENT#473,開,开,,,KanjiComponent
KANJI#96,COMPONENT#851,銀,金,,,KanjiComponent
KANJI#96,COMPONENT#775,銀,艮,,,KanjiComponent
KANJI#97,COMPONENT#848,野,里,,,KanjiComponent
KANJI#97,COMPONENT#694,野,矛,,,KanjiComponent
KANJI#98,COMPONENT#848,重,里,,,KanjiComponent
KANJI#98,COMPONENT#245,重,千,,,KanjiComponent
KANJI#99,COMPONENT#905,道,辶,,,KanjiComponent
KANJI#99,COMPONENT#882,道,首,,,KanjiComponent
KANJI#100,COMPONENT#905,運,辶,,,KanjiComponent
KANJI#100,COMPONENT#835,運,軍,,,KanjiComponent
KANJI#100,COMPONENT#834,運,車,,,KanjiComponent
KANJI#101,COMPONENT#905,週,辶,,,KanjiComponent
KANJI#101,COMPONENT#311,週,周,,,KanjiComponent
KANJI#101,COMPONENT#911,週,𠮷,,,KanjiComponent
KANJI#101,COMPONENT#8,週,⺆,,,KanjiComponent
KANJI#102,COMPONENT#905,通,辶,,,KanjiComponent
KANJI#102,COMPONENT#659,通,甬,,,KanjiComponent
KANJI#102,COMPONENT#657,通,用,,,KanjiComponent
KANJI#103,COMPONENT#905,送,辶,,,KanjiComponent
KANJI#103,COMPONENT#181,送,关,,,KanjiComponent
KANJI#103,COMPONENT#353,送,天,,,KanjiComponent
KANJI#104,COMPONENT#905,近,辶,,,KanjiComponent
KANJI#104,COMPONENT#529,近,斤,,,KanjiComponent
KANJI#105,COMPONENT#834,転,車,,,KanjiComponent
KANJI#105,COMPONENT#120,転,云,,,KanjiComponent
KANJI#106,COMPONENT#285,足,口,,,KanjiComponent
KANJI#106,COMPONENT#898,足,龰,,,KanjiComponent
KANJI#107,COMPONENT#829,起,走,,,KanjiComponent
KANJI#107,COMPONENT#439,起,己,,,KanjiComponent
KANJI#107,COMPONENT#327,起,土,,,KanjiComponent
KANJI#107,COMPONENT#898,起,龰,,,KanjiComponent
KANJI#108,COMPONENT#327,走,土,,,KanjiComponent
KANJI#108,COMPONENT#898,走,龰,,,KanjiComponent
KANJI#109,COMPONENT#327,赤,土,,,KanjiComponent
KANJI#109,COMPONENT#134,赤,亦,,,KanjiComponent
KANJI#110,COMPONENT#529,質,斤,,,KanjiComponent
KANJI#110,COMPONENT#822,質,貝,,,KanjiComponent
KANJI#111,COMPONENT#150,貸,代,,,KanjiComponent
KANJI#111,COMPONENT#822,貸,貝,,,KanjiComponent
KANJI#111,COMPONENT#686,貸,目,,,KanjiComponent
KANJI#112,COMPONENT#734,買,罒,,,KanjiComponent
KANJI#112,COMPONENT#822,買,貝,,,KanjiComponent
KANJI#113,COMPONENT#810,試,言,,,KanjiComponent
KANJI#113,COMPONENT#475,試,式,,,KanjiComponent
KANJI#113,COMPONENT#19,試,エ,,,KanjiComponent
KANJI#113,COMPONENT#474,試,弋,,,KanjiComponent
KANJI#114,COMPONENT#810,計,言,,,KanjiComponent
KANJI#114,COMPONENT#242,計,十,,,KanjiComponent
KANJI#116,COMPONENT#141,親,亲,,,KanjiComponent
KANJI#116,COMPONENT#807,親,見,,,KanjiComponent
KANJI#116,COMPONENT#716,親,立,,,KanjiComponent
KANJI#116,COMPONENT#572,親,木,,,KanjiComponent
KANJI#117,COMPONENT#778,茶,艹,,,KanjiComponent
KANJI#117,COMPONENT#909,茶,𠆢,,,KanjiComponent
KANJI#117,COMPONENT#33,茶,ホ,,,KanjiComponent
KANJI#118,COMPONENT#778,英,艹,,,KanjiComponent
KANJI#118,COMPONENT#358,英,央,,,KanjiComponent
KANJI#119,COMPONENT#778,花,艹,,,KanjiComponent
KANJI#119,COMPONENT#238,花,化,,,KanjiComponent
KANJI#119,COMPONENT#18,花,イ,,,KanjiComponent
KANJI#119,COMPONENT#31,花,ヒ,,,KanjiComponent
KANJI#120,COMPONENT#20,色,ク,,,KanjiComponent
KANJI#120,COMPONENT#441,色,巴,,,KanjiComponent
KANJI#121,COMPONENT#686,自,目,,,KanjiComponent
KANJI#122,COMPONENT#188,肉,冂,,,KanjiComponent
KANJI#122,COMPONENT#143,肉,人,,,KanjiComponent
KANJI#123,COMPONENT#744,者,耂,,,KanjiComponent
KANJI#123,COMPONENT#327,者,土,,,KanjiComponent
KANJI#123,COMPONENT#538,者,日,,,KanjiComponent
KANJI#124,COMPONENT#744,考,耂,,,KanjiComponent
KANJI#124,COMPONENT#68,考,丂,,,KanjiComponent
KANJI#125,COMPONENT#743,習,羽,,,KanjiComponent
KANJI#125,COMPONENT#681,習,白,,,KanjiComponent
KANJI#126,COMPONENT#728,終,糸,,,KanjiComponent
KANJI#126,COMPONENT#203,終,冬,,,KanjiComponent
KANJI#126,COMPONENT#343,終,夂,,,KanjiComponent
KANJI#126,COMPONENT#5,終,⺀,,,KanjiComponent
KANJI#127,COMPONENT#728,紙,糸,,,KanjiComponent
KANJI#127,COMPONENT#611,紙,氏,,,KanjiComponent
KANJI#127,COMPONENT#459,紙,幺,,,KanjiComponent
KANJI#127,COMPONENT#407,紙,小,,,KanjiComponent
KANJI#128,COMPONENT#722,答,竹,,,KanjiComponent
KANJI#128,COMPONENT#909,答,𠆢,,,KanjiComponent
KANJI#128,COMPONENT#299,答,合,,,KanjiComponent
KANJI#129,COMPONENT#127,立,亠,,,KanjiComponent
KANJI#130,COMPONENT#378,空,宀,,,KanjiComponent
KANJI#130,COMPONENT#164,空,儿,,,KanjiComponent
KANJI#130,COMPONENT#434,空,工,,,KanjiComponent
KANJI#131,COMPONENT#378,究,宀,,,KanjiComponent
KANJI#131,COMPONENT#164,究,儿,,,KanjiComponent
KANJI#131,COMPONENT#109,究,九,,,KanjiComponent
KANJI#132,COMPONENT#708,秋,禾,,,KanjiComponent
KANJI#132,COMPONENT#631,秋,火,,,KanjiComponent
KANJI#133,COMPONENT#708,私,禾,,,KanjiComponent
KANJI#133,COMPONENT#271,私,厶,,,KanjiComponent
KANJI#134,COMPONENT#700,社,礻,,,KanjiComponent
KANJI#134,COMPONENT#327,社,土,,,KanjiComponent
KANJI#135,COMPONENT#698,研,石,,,KanjiComponent
KANJI#135,COMPONENT#473,研,开,,,KanjiComponent
KANJI#136,COMPONENT#696,知,矢,,,KanjiComponent
KANJI#136,COMPONENT#285,知,口,,,KanjiComponent
KANJI#137,COMPONENT#62,着,䒑,,,KanjiComponent
KANJI#137,COMPONENT#70,着,丆,,,KanjiComponent
KANJI#137,COMPONENT#686,着,目,,,KanjiComponent
KANJI#138,COMPONENT#242,真,十,,,KanjiComponent
KANJI#138,COMPONENT#185,真,具,,,KanjiComponent
KANJI#138,COMPONENT#686,真,目,,,KanjiComponent
KANJI#139,COMPONENT#538,目,日,,,KanjiComponent
KANJI#139,COMPONENT#65,目,一,,,KanjiComponent
KANJI#140,COMPONENT#681,的,白,,,KanjiComponent
KANJI#140,COMPONENT#229,的,勺,,,KanjiComponent
KANJI#141,COMPONENT#678,発,癶,,,KanjiComponent
KANJI#141,COMPONENT#117,発,二,,,KanjiComponent
KANJI#141,COMPONENT#164,発,儿,,,KanjiComponent
KANJI#142,COMPONENT#677,病,疒,,,KanjiComponent
KANJI#142,COMPONENT#81,病,丙,,,KanjiComponent
KANJI#142,COMPONENT#188,病,冂,,,KanjiComponent
KANJI#142,COMPONENT#143,病,人,,,KanjiComponent
KANJI#143,COMPONENT#668,界,界,,,KanjiComponent
KANJI#143,COMPONENT#146,界,介,,,KanjiComponent
KANJI#144,COMPONENT#65,画,一,,,KanjiComponent
KANJI#144,COMPONENT#661,画,由,,,KanjiComponent
KANJI#144,COMPONENT#208,画,凵,,,KanjiComponent
KANJI#145,COMPONENT#660,町,田,,,KanjiComponent
KANJI#145,COMPONENT#67,町,丁,,,KanjiComponent
KANJI#146,COMPONENT#285,田,口,,,KanjiComponent
KANJI#146,COMPONENT#242,田,十,,,KanjiComponent
KANJI#147,COMPONENT#8,用,⺆,,,KanjiComponent
KANJI#147,COMPONENT#117,用,二,,,KanjiComponent
KANJI#147,COMPONENT#86,用,丨,,,KanjiComponent
KANJI#148,COMPONENT#650,理,王,,,KanjiComponent
KANJI#148,COMPONENT#848,理,里,,,KanjiComponent
KANJI#149,COMPONENT#352,犬,大,,,KanjiComponent
KANJI#149,COMPONENT#92,犬,丶,,,KanjiComponent
KANJI#150,COMPONENT#643,特,牛,,,KanjiComponent
KANJI#150,COMPONENT#397,特,寺,,,KanjiComponent
KANJI#150,COMPONENT#327,特,土,,,KanjiComponent
KANJI#150,COMPONENT#396,特,寸,,,KanjiComponent
KANJI#151,COMPONENT#643,物,牛,,,KanjiComponent
KANJI#151,COMPONENT#230,物,勿,,,KanjiComponent
KANJI#152,COMPONENT#907,牛,𠂉,,,KanjiComponent
KANJI#152,COMPONENT#242,牛,十,,,KanjiComponent
KANJI#153,COMPONENT#616,漢,氵,,,KanjiComponent
KANJI#153,COMPONENT#913,漢,𦰩,,,KanjiComponent
KANJI#153,COMPONENT#778,漢,艹,,,KanjiComponent
KANJI#153,COMPONENT#285,漢,口,,,KanjiComponent
KANJI#153,COMPONENT#355,漢,夫,,,KanjiComponent
KANJI#154,COMPONENT#616,海,氵,,,KanjiComponent
KANJI#154,COMPONENT#608,海,毎,,,KanjiComponent
KANJI#154,COMPONENT#907,海,𠂉,,,KanjiComponent
KANJI#154,COMPONENT#606,海,毋,,,KanjiComponent
KANJI#155,COMPONENT#616,洋,氵,,,KanjiComponent
KANJI#155,COMPONENT#738,洋,羊,,,KanjiComponent
KANJI#156,COMPONENT#616,注,氵,,,KanjiComponent
KANJI#156,COMPONENT#96,注,主,,,KanjiComponent
KANJI#156,COMPONENT#650,注,王,,,KanjiComponent
KANJI#157,COMPONENT#65,死,一,,,KanjiComponent
KANJI#157,COMPONENT#349,死,夕,,,KanjiComponent
KANJI#157,COMPONENT#31,死,ヒ,,,KanjiComponent
KANJI#158,COMPONENT#595,歩,止,,,KanjiComponent
KANJI#158,COMPONENT#408,歩,少,,,KanjiComponent
KANJI#158,COMPONENT#407,歩,小,,,KanjiComponent
KANJI#159,COMPONENT#65,正,一,,,KanjiComponent
KANJI#159,COMPONENT#595,正,止,,,KanjiComponent
KANJI#160,COMPONENT#74,止,上,,,KanjiComponent
KANJI#160,COMPONENT#86,止,丨,,,KanjiComponent
KANJI#161,COMPONENT#292,歌,可,,,KanjiComponent
KANJI#161,COMPONENT#592,歌,欠,,,KanjiComponent
KANJI#161,COMPONENT#143,歌,人,,,KanjiComponent
KANJI#162,COMPONENT#681,楽,白,,,KanjiComponent
KANJI#162,COMPONENT#572,楽,木,,,KanjiComponent
KANJI#163,COMPONENT#82,業,业,,,KanjiComponent
KANJI#163,COMPONENT#62,業,䒑,,,KanjiComponent
KANJI#163,COMPONENT#573,業,未,,,KanjiComponent
KANJI#164,COMPONENT#904,朝,龺,,,KanjiComponent
KANJI#164,COMPONENT#567,朝,月,,,KanjiComponent
KANJI#164,COMPONENT#242,朝,十,,,KanjiComponent
KANJI#164,COMPONENT#538,朝,日,,,KanjiComponent
KANJI#165,COMPONENT#567,服,月,,,KanjiComponent
KANJI#165,COMPONENT#910,服,𠬝,,,KanjiComponent
KANJI#165,COMPONENT#260,服,卩,,,KanjiComponent
KANJI#165,COMPONENT#275,服,又,,,KanjiComponent
KANJI#166,COMPONENT#27,有,ナ,,,KanjiComponent
KANJI#166,COMPONENT#567,有,月,,,KanjiComponent
KANJI#167,COMPONENT#538,曜,日,,,KanjiComponent
KANJI#167,COMPONENT#743,曜,羽,,,KanjiComponent
KANJI#167,COMPONENT#859,曜,隹,,,KanjiComponent
KANJI#168,COMPONENT#416,昼,尺,,,KanjiComponent
KANJI#168,COMPONENT#541,昼,旦,,,KanjiComponent
KANJI#168,COMPONENT#538,昼,日,,,KanjiComponent
KANJI#168,COMPONENT#65,昼,一,,,KanjiComponent
KANJI#169,COMPONENT#912,春,𡗗,,,KanjiComponent
KANJI#169,COMPONENT#538,春,日,,,KanjiComponent
KANJI#169,COMPONENT#72,春,三,,,KanjiComponent
KANJI#169,COMPONENT#143,春,人,,,KanjiComponent
KANJI#170,COMPONENT#538,映,日,,,KanjiComponent
KANJI#170,COMPONENT#358,映,央,,,KanjiComponent
KANJI#171,COMPONENT#538,明,日,,,KanjiComponent
KANJI#171,COMPONENT#567,明,月,,,KanjiComponent
KANJI#172,COMPONENT#538,早,日,,,KanjiComponent
KANJI#172,COMPONENT#242,早,十,,,KanjiComponent
KANJI#173,COMPONENT#533,族,方,,,KanjiComponent
KANJI#173,COMPONENT#907,族,𠂉,,,KanjiComponent
KANJI#173,COMPONENT#696,族,矢,,,KanjiComponent
KANJI#174,COMPONENT#533,旅,方,,,KanjiComponent
KANJI#175,COMPONENT#127,方,亠,,,KanjiComponent
KANJI#175,COMPONENT#71,方,万,,,KanjiComponent
KANJI#176,COMPONENT#141,新,亲,,,KanjiComponent
KANJI#176,COMPONENT#529,新,斤,,,KanjiComponent
KANJI#176,COMPONENT#716,新,立,,,KanjiComponent
KANJI#176,COMPONENT#572,新,木,,,KanjiComponent
KANJI#177,COMPONENT#724,料,米,,,KanjiComponent
KANJI#177,COMPONENT#528,料,斗,,,KanjiComponent
KANJI#178,COMPONENT#127,文,亠,,,KanjiComponent
KANJI#178,COMPONENT#36,文,メ,,,KanjiComponent
KANJI#179,COMPONENT#744,教,耂,,,KanjiComponent
KANJI#179,COMPONENT#518,教,攵,,,KanjiComponent
KANJI#179,COMPONENT#907,教,𠂉,,,KanjiComponent
KANJI#179,COMPONENT#36,教,メ,,,KanjiComponent
KANJI#180,COMPONENT#513,持,扌,,,KanjiComponent
KANJI#180,COMPONENT#397,持,寺,,,KanjiComponent
KANJI#180,COMPONENT#327,持,土,,,KanjiComponent
KANJI#180,COMPONENT#396,持,寸,,,KanjiComponent
KANJI#182,COMPONENT#716,意,立,,,KanjiComponent
KANJI#182,COMPONENT#538,意,日,,,KanjiComponent
KANJI#182,COMPONENT#491,意,心,,,KanjiComponent
KANJI#183,COMPONENT#125,悪,亜,,,KanjiComponent
KANJI#183,COMPONENT#491,悪,心,,,KanjiComponent
KANJI#248,COMPONENT#891,鳴,鳥,,,KanjiComponent
KANJI#248,COMPONENT#285,鳴,口,,,KanjiComponent
KANJI#248,COMPONENT#632,鳴,灬,,,KanjiComponent
