PK,SK,kanji_char,component_char,,,EntityType
COMPONENT#127,KANJI#1,高,亠,,,ComponentKanji
COMPONENT#285,KANJI#1,高,口,,,ComponentKanji
COMPONENT#188,KANJI#1,高,冂,,,ComponentKanji
COMPONENT#909,KANJI#2,食,𠆢,,,ComponentKanji
COMPONENT#776,KANJI#2,食,良,,,ComponentKanji
COMPONENT#775,KANJI#2,食,艮,,,ComponentKanji
COMPONENT#865,KANJI#3,電,雨,,,ComponentKanji
COMPONENT#538,KANJI#3,電,日,,,ComponentKanji
COMPONENT#108,KANJI#3,電,乚,,,ComponentKanji
COMPONENT#188,KANJI#3,電,冂,,,ComponentKanji
COMPONENT#92,KANJI#4,雨,丶,,,ComponentKanji
COMPONENT#188,KANJI#4,雨,冂,,,ComponentKanji
COMPONENT#3,KANJI#4,雨,┬,,,ComponentKanji
COMPONENT#853,KANJI#5,間,門,,,ComponentKanji
COMPONENT#538,KANJI#5,間,日,,,ComponentKanji
COMPONENT#909,KANJI#7,金,𠆢,,,ComponentKanji
COMPONENT#327,KANJI#7,金,土,,,ComponentKanji
COMPONENT#93,KANJI#7,金,丷,,,ComponentKanji
COMPONENT#663,KANJI#8,車,申,,,ComponentKanji
COMPONENT#538,KANJI#8,車,日,,,ComponentKanji
COMPONENT#117,KANJI#8,車,二,,,ComponentKanji
COMPONENT#86,KANJI#8,車,丨,,,ComponentKanji
COMPONENT#810,KANJI#9,読,言,,,ComponentKanji
COMPONENT#341,KANJI#9,読,売,,,ComponentKanji
COMPONENT#337,KANJI#9,読,士,,,ComponentKanji
COMPONENT#164,KANJI#9,読,儿,,,ComponentKanji
COMPONENT#810,KANJI#10,語,言,,,ComponentKanji
COMPONENT#305,KANJI#10,語,吾,,,ComponentKanji
COMPONENT#121,KANJI#10,語,五,,,ComponentKanji
COMPONENT#285,KANJI#10,語,口,,,ComponentKanji
COMPONENT#810,KANJI#11,話,言,,,ComponentKanji
COMPONENT#769,KANJI#11,話,舌,,,ComponentKanji
COMPONENT#245,KANJI#11,話,千,,,ComponentKanji
COMPONENT#285,KANJI#11,話,口,,,ComponentKanji
COMPONENT#686,KANJI#12,見,目,,,ComponentKanji
COMPONENT#164,KANJI#12,見,儿,,,ComponentKanji
COMPONENT#285,KANJI#13,西,口,,,ComponentKanji
COMPONENT#164,KANJI#13,西,儿,,,ComponentKanji
COMPONENT#65,KANJI#13,西,一,,,ComponentKanji
COMPONENT#487,KANJI#14,行,彳,,,ComponentKanji
COMPONENT#118,KANJI#14,行,亍,,,ComponentKanji
COMPONENT#67,KANJI#14,行,丁,,,ComponentKanji
COMPONENT#853,KANJI#15,聞,門,,,ComponentKanji
COMPONENT#750,KANJI#15,聞,耳,,,ComponentKanji
COMPONENT#681,KANJI#16,百,白,,,ComponentKanji
COMPONENT#65,KANJI#16,百,一,,,ComponentKanji
COMPONENT#538,KANJI#17,白,日,,,ComponentKanji
COMPONENT#660,KANJI#18,男,田,,,ComponentKanji
COMPONENT#221,KANJI#18,男,力,,,ComponentKanji
COMPONENT#907,KANJI#19,生,𠂉,,,ComponentKanji
COMPONENT#327,KANJI#19,生,土,,,ComponentKanji
COMPONENT#643,KANJI#19,生,牛,,,ComponentKanji
COMPONENT#177,KANJI#20,父,八,,,ComponentKanji
COMPONENT#98,KANJI#20,父,乂,,,ComponentKanji
COMPONENT#143,KANJI#21,火,人,,,ComponentKanji
COMPONENT#32,KANJI#22,水,フ,,,ComponentKanji
COMPONENT#113,KANJI#22,水,亅,,,ComponentKanji
COMPONENT#614,KANJI#23,気,气,,,ComponentKanji
COMPONENT#43,KANJI#23,気,㐅,,,ComponentKanji
COMPONENT#606,KANJI#24,毎,毋,,,ComponentKanji
COMPONENT#907,KANJI#24,毎,𠂉,,,ComponentKanji
COMPONENT#92,KANJI#25,母,丶,,,ComponentKanji
COMPONENT#908,KANJI#25,母,𠃌,,,ComponentKanji
COMPONENT#572,KANJI#26,校,木,,,ComponentKanji
COMPONENT#132,KANJI#26,校,交,,,ComponentKanji
COMPONENT#127,KANJI#26,校,亠,,,ComponentKanji
COMPONENT#640,KANJI#26,校,父,,,ComponentKanji
COMPONENT#538,KANJI#27,東,日,,,ComponentKanji
COMPONENT#572,KANJI#27,東,木,,,ComponentKanji
COMPONENT#663,KANJI#27,東,申,,,ComponentKanji
COMPONENT#573,KANJI#28,来,未,,,ComponentKanji
COMPONENT#572,KANJI#28,来,木,,,ComponentKanji
COMPONENT#93,KANJI#28,来,丷,,,ComponentKanji
COMPONENT#572,KANJI#29,本,木,,,ComponentKanji
COMPONENT#242,KANJI#29,本,十,,,ComponentKanji
COMPONENT#242,KANJI#30,木,十,,,ComponentKanji
COMPONENT#117,KANJI#31,月,二,,,ComponentKanji
COMPONENT#753,KANJI#32,書,肀,,,ComponentKanji
COMPONENT#117,KANJI#32,書,二,,,ComponentKanji
COMPONENT#538,KANJI#32,書,日,,,ComponentKanji
COMPONENT#538,KANJI#33,時,日,,,ComponentKanji
COMPONENT#397,KANJI#33,時,寺,,,ComponentKanji
COMPONENT#327,KANJI#33,時,土,,,ComponentKanji
COMPONENT#396,KANJI#33,時,寸,,,ComponentKanji
COMPONENT#285,KANJI#34,日,口,,,ComponentKanji
COMPONENT#65,KANJI#34,日,一,,,ComponentKanji
COMPONENT#487,KANJI#35,後,彳,,,ComponentKanji
COMPONENT#459,KANJI#35,後,幺,,,ComponentKanji
COMPONENT#343,KANJI#35,後,夂,,,ComponentKanji
COMPONENT#249,KANJI#36,年,午,,,ComponentKanji
COMPONENT#1,KANJI#36,年,┌,,,ComponentKanji
COMPONENT#907,KANJI#36,年,𠂉,,,ComponentKanji
COMPONENT#27,KANJI#37,左,ナ,,,ComponentKanji
COMPONENT#434,KANJI#37,左,工,,,ComponentKanji
COMPONENT#30,KANJI#38,川,ノ,,,ComponentKanji
COMPONENT#86,KANJI#38,川,丨,,,ComponentKanji
COMPONENT#208,KANJI#39,山,凵,,,ComponentKanji
COMPONENT#86,KANJI#39,山,丨,,,ComponentKanji
COMPONENT#177,KANJI#40,小,八,,,ComponentKanji
COMPONENT#113,KANJI#40,小,亅,,,ComponentKanji
COMPONENT#373,KANJI#41,学,子,,,ComponentKanji
COMPONENT#11,KANJI#41,学,⺍,,,ComponentKanji
COMPONENT#199,KANJI#41,学,冖,,,ComponentKanji
COMPONENT#114,KANJI#42,子,了,,,ComponentKanji
COMPONENT#65,KANJI#42,子,一,,,ComponentKanji
COMPONENT#17,KANJI#43,女,く,,,ComponentKanji
COMPONENT#30,KANJI#43,女,ノ,,,ComponentKanji
COMPONENT#65,KANJI#43,女,一,,,ComponentKanji
COMPONENT#352,KANJI#44,天,大,,,ComponentKanji
COMPONENT#143,KANJI#44,天,人,,,ComponentKanji
COMPONENT#65,KANJI#44,天,一,,,ComponentKanji
COMPONENT#143,KANJI#45,大,人,,,ComponentKanji
COMPONENT#65,KANJI#45,大,一,,,ComponentKanji
COMPONENT#349,KANJI#46,外,夕,,,ComponentKanji
COMPONENT#257,KANJI#46,外,卜,,,ComponentKanji
COMPONENT#242,KANJI#47,土,十,,,ComponentKanji
COMPONENT#285,KANJI#48,国,口,,,ComponentKanji
COMPONENT#649,KANJI#48,国,玉,,,ComponentKanji
COMPONENT#650,KANJI#48,国,王,,,ComponentKanji
COMPONENT#285,KANJI#49,四,口,,,ComponentKanji
COMPONENT#164,KANJI#49,四,儿,,,ComponentKanji
COMPONENT#349,KANJI#50,名,夕,,,ComponentKanji
COMPONENT#285,KANJI#50,名,口,,,ComponentKanji
COMPONENT#27,KANJI#51,右,ナ,,,ComponentKanji
COMPONENT#285,KANJI#51,右,口,,,ComponentKanji
COMPONENT#275,KANJI#52,友,又,,,ComponentKanji
COMPONENT#27,KANJI#52,友,ナ,,,ComponentKanji
COMPONENT#454,KANJI#53,南,干,,,ComponentKanji
COMPONENT#188,KANJI#53,南,冂,,,ComponentKanji
COMPONENT#242,KANJI#53,南,十,,,ComponentKanji
COMPONENT#93,KANJI#53,南,丷,,,ComponentKanji
COMPONENT#242,KANJI#54,半,十,,,ComponentKanji
COMPONENT#117,KANJI#54,半,二,,,ComponentKanji
COMPONENT#93,KANJI#54,半,丷,,,ComponentKanji
COMPONENT#907,KANJI#55,午,𠂉,,,ComponentKanji
COMPONENT#242,KANJI#55,午,十,,,ComponentKanji
COMPONENT#454,KANJI#55,午,干,,,ComponentKanji
COMPONENT#242,KANJI#56,千,十,,,ComponentKanji
COMPONENT#65,KANJI#57,十,一,,,ComponentKanji
COMPONENT#86,KANJI#57,十,丨,,,ComponentKanji
COMPONENT#237,KANJI#58,北,匕,,,ComponentKanji
COMPONENT#86,KANJI#58,北,丨,,,ComponentKanji
COMPONENT#9,KANJI#59,前,⺉,,,ComponentKanji
COMPONENT#567,KANJI#59,前,月,,,ComponentKanji
COMPONENT#65,KANJI#59,前,一,,,ComponentKanji
COMPONENT#93,KANJI#59,前,丷,,,ComponentKanji
COMPONENT#177,KANJI#60,分,八,,,ComponentKanji
COMPONENT#211,KANJI#60,分,刀,,,ComponentKanji
COMPONENT#426,KANJI#61,出,山,,,ComponentKanji
COMPONENT#208,KANJI#61,出,凵,,,ComponentKanji
COMPONENT#188,KANJI#62,円,冂,,,ComponentKanji
COMPONENT#4,KANJI#62,円,┴,,,ComponentKanji
COMPONENT#177,KANJI#63,六,八,,,ComponentKanji
COMPONENT#127,KANJI#63,六,亠,,,ComponentKanji
COMPONENT#30,KANJI#64,八,ノ,,,ComponentKanji
COMPONENT#30,KANJI#65,入,ノ,,,ComponentKanji
COMPONENT#907,KANJI#66,先,𠂉,,,ComponentKanji
COMPONENT#117,KANJI#66,先,二,,,ComponentKanji
COMPONENT#327,KANJI#66,先,土,,,ComponentKanji
COMPONENT#164,KANJI#66,先,儿,,,ComponentKanji
COMPONENT#144,KANJI#67,何,亻,,,ComponentKanji
COMPONENT#292,KANJI#67,何,可,,,ComponentKanji
COMPONENT#285,KANJI#67,何,口,,,ComponentKanji
COMPONENT#67,KANJI#67,何,丁,,,ComponentKanji
COMPONENT#144,KANJI#68,休,亻,,,ComponentKanji
COMPONENT#572,KANJI#68,休,木,,,ComponentKanji
COMPONENT#909,KANJI#69,今,𠆢,,,ComponentKanji
COMPONENT#40,KANJI#69,今,ラ,,,ComponentKanji
COMPONENT#32,KANJI#69,今,フ,,,ComponentKanji
COMPONENT#30,KANJI#70,人,ノ,,,ComponentKanji
COMPONENT#28,KANJI#71,五,ニ,,,ComponentKanji
COMPONENT#1,KANJI#71,五,┌,,,ComponentKanji
COMPONENT#28,KANJI#72,二,ニ,,,ComponentKanji
COMPONENT#107,KANJI#73,九,乙,,,ComponentKanji
COMPONENT#30,KANJI#73,九,ノ,,,ComponentKanji
COMPONENT#285,KANJI#74,中,口,,,ComponentKanji
COMPONENT#86,KANJI#74,中,丨,,,ComponentKanji
COMPONENT#65,KANJI#75,下,一,,,ComponentKanji
COMPONENT#257,KANJI#75,下,卜,,,ComponentKanji
COMPONENT#65,KANJI#76,上,一,,,ComponentKanji
COMPONENT#2,KANJI#76,上,┣,,,ComponentKanji
COMPONENT#65,KANJI#77,三,一,,,ComponentKanji
COMPONENT#117,KANJI#77,三,二,,,ComponentKanji
COMPONENT#65,KANJI#78,万,一,,,ComponentKanji
COMPONENT#908,KANJI#78,万,𠃌,,,ComponentKanji
COMPONENT#30,KANJI#78,万,ノ,,,ComponentKanji
COMPONENT#65,KANJI#79,七,一,,,ComponentKanji
COMPONENT#65,KANJI#80,一,一,,,ComponentKanji
COMPONENT#848,KANJI#81,黒,里,,,ComponentKanji
COMPONENT#632,KANJI#81,黒,灬,,,ComponentKanji
COMPONENT#632,KANJI#82,鳥,灬,,,ComponentKanji
COMPONENT#20,KANJI#83,魚,ク,,,ComponentKanji
COMPONENT#660,KANJI#83,魚,田,,,ComponentKanji
COMPONENT#632,KANJI#83,魚,灬,,,ComponentKanji
COMPONENT#884,KANJI#84,験,馬,,,ComponentKanji
COMPONENT#48,KANJI#84,験,㑒,,,ComponentKanji
COMPONENT#632,KANJI#84,験,灬,,,ComponentKanji
COMPONENT#884,KANJI#85,駅,馬,,,ComponentKanji
COMPONENT#416,KANJI#85,駅,尺,,,ComponentKanji
COMPONENT#632,KANJI#85,駅,灬,,,ComponentKanji
COMPONENT#880,KANJI#86,館,食,,,ComponentKanji
COMPONENT#881,KANJI#87,飲,飠,,,ComponentKanji
COMPONENT#592,KANJI#87,飲,欠,,,ComponentKanji
COMPONENT#881,KANJI#88,飯,飠,,,ComponentKanji
COMPONENT#279,KANJI#88,飯,反,,,ComponentKanji
COMPONENT#205,KANJI#89,風,几,,,ComponentKanji
COMPONENT#795,KANJI#89,風,虫,,,ComponentKanji
COMPONENT#553,KANJI#90,題,是,,,ComponentKanji
COMPONENT#875,KANJI#90,題,頁,,,ComponentKanji
COMPONENT#538,KANJI#90,題,日,,,ComponentKanji
COMPONENT#898,KANJI#90,題,龰,,,ComponentKanji
COMPONENT#822,KANJI#90,題,貝,,,ComponentKanji
COMPONENT#716,KANJI#91,音,立,,,ComponentKanji
COMPONENT#538,KANJI#91,音,日,,,ComponentKanji
COMPONENT#900,KANJI#92,青,龶,,,ComponentKanji
COMPONENT#567,KANJI#92,青,月,,,ComponentKanji
COMPONENT#859,KANJI#93,集,隹,,,ComponentKanji
COMPONENT#572,KANJI#93,集,木,,,ComponentKanji
COMPONENT#856,KANJI#94,院,阝,,,ComponentKanji
COMPONENT#383,KANJI#94,院,完,,,ComponentKanji
COMPONENT#853,KANJI#95,開,門,,,ComponentKanji
COMPONENT#473,KANJI#95,開,开,,,ComponentKanji
COMPONENT#851,KANJI#96,銀,金,,,ComponentKanji
COMPONENT#775,KANJI#96,銀,艮,,,ComponentKanji
COMPONENT#848,KANJI#97,野,里,,,ComponentKanji
COMPONENT#694,KANJI#97,野,矛,,,ComponentKanji
COMPONENT#848,KANJI#98,重,里,,,ComponentKanji
COMPONENT#245,KANJI#98,重,千,,,ComponentKanji
COMPONENT#905,KANJI#99,道,辶,,,ComponentKanji
COMPONENT#882,KANJI#99,道,首,,,ComponentKanji
COMPONENT#905,KANJI#100,運,辶,,,ComponentKanji
COMPONENT#835,KANJI#100,運,軍,,,ComponentKanji
COMPONENT#834,KANJI#100,運,車,,,ComponentKanji
COMPONENT#905,KANJI#101,週,辶,,,ComponentKanji
COMPONENT#311,KANJI#101,週,周,,,ComponentKanji
COMPONENT#911,KANJI#101,週,𠮷,,,ComponentKanji
COMPONENT#8,KANJI#101,週,⺆,,,ComponentKanji
COMPONENT#905,KANJI#102,通,辶,,,ComponentKanji
COMPONENT#659,KANJI#102,通,甬,,,ComponentKanji
COMPONENT#657,KANJI#102,通,用,,,ComponentKanji
COMPONENT#905,KANJI#103,送,辶,,,ComponentKanji
COMPONENT#181,KANJI#103,送,关,,,ComponentKanji
COMPONENT#353,KANJI#103,送,天,,,ComponentKanji
COMPONENT#905,KANJI#104,近,辶,,,ComponentKanji
COMPONENT#529,KANJI#104,近,斤,,,ComponentKanji
COMPONENT#834,KANJI#105,転,車,,,ComponentKanji
COMPONENT#120,KANJI#105,転,云,,,ComponentKanji
COMPONENT#285,KANJI#106,足,口,,,ComponentKanji
COMPONENT#898,KANJI#106,足,龰,,,ComponentKanji
COMPONENT#829,KANJI#107,起,走,,,ComponentKanji
COMPONENT#439,KANJI#107,起,己,,,ComponentKanji
COMPONENT#327,KANJI#107,起,土,,,ComponentKanji
COMPONENT#898,KANJI#107,起,龰,,,ComponentKanji
COMPONENT#327,KANJI#108,走,土,,,ComponentKanji
COMPONENT#898,KANJI#108,走,龰,,,ComponentKanji
COMPONENT#327,KANJI#109,赤,土,,,ComponentKanji
COMPONENT#134,KANJI#109,赤,亦,,,ComponentKanji
COMPONENT#529,KANJI#110,質,斤,,,ComponentKanji
COMPONENT#822,KANJI#110,質,貝,,,ComponentKanji
COMPONENT#150,KANJI#111,貸,代,,,ComponentKanji
COMPONENT#822,KANJI#111,貸,貝,,,ComponentKanji
COMPONENT#686,KANJI#111,貸,目,,,ComponentKanji
COMPONENT#734,KANJI#112,買,罒,,,ComponentKanji
COMPONENT#822,KANJI#112,買,貝,,,ComponentKanji
COMPONENT#810,KANJI#113,試,言,,,ComponentKanji
COMPONENT#475,KANJI#113,試,式,,,ComponentKanji
COMPONENT#19,KANJI#113,試,エ,,,ComponentKanji
COMPONENT#474,KANJI#113,試,弋,,,ComponentKanji
COMPONENT#810,KANJI#114,計,言,,,ComponentKanji
COMPONENT#242,KANJI#114,計,十,,,ComponentKanji
COMPONENT#141,KANJI#116,親,亲,,,ComponentKanji
COMPONENT#807,KANJI#116,親,見,,,ComponentKanji
COMPONENT#716,KANJI#116,親,立,,,ComponentKanji
COMPONENT#572,KANJI#116,親,木,,,ComponentKanji
COMPONENT#778,KANJI#117,茶,艹,,,ComponentKanji
COMPONENT#909,KANJI#117,茶,𠆢,,,ComponentKanji
COMPONENT#33,KANJI#117,茶,ホ,,,ComponentKanji
COMPONENT#778,KANJI#118,英,艹,,,ComponentKanji
COMPONENT#358,KANJI#118,英,央,,,ComponentKanji
COMPONENT#778,KANJI#119,花,艹,,,ComponentKanji
COMPONENT#238,KANJI#119,花,化,,,ComponentKanji
COMPONENT#18,KANJI#119,花,イ,,,ComponentKanji
COMPONENT#31,KANJI#119,花,ヒ,,,ComponentKanji
COMPONENT#20,KANJI#120,色,ク,,,ComponentKanji
COMPONENT#441,KANJI#120,色,巴,,,ComponentKanji
COMPONENT#686,KANJI#121,自,目,,,ComponentKanji
COMPONENT#188,KANJI#122,肉,冂,,,ComponentKanji
COMPONENT#143,KANJI#122,肉,人,,,ComponentKanji
COMPONENT#744,KANJI#123,者,耂,,,ComponentKanji
COMPONENT#327,KANJI#123,者,土,,,ComponentKanji
COMPONENT#538,KANJI#123,者,日,,,ComponentKanji
COMPONENT#744,KANJI#124,考,耂,,,ComponentKanji
COMPONENT#68,KANJI#124,考,丂,,,ComponentKanji
COMPONENT#743,KANJI#125,習,羽,,,ComponentKanji
COMPONENT#681,KANJI#125,習,白,,,ComponentKanji
COMPONENT#728,KANJI#126,終,糸,,,ComponentKanji
COMPONENT#203,KANJI#126,終,冬,,,ComponentKanji
COMPONENT#343,KANJI#126,終,夂,,,ComponentKanji
COMPONENT#5,KANJI#126,終,⺀,,,ComponentKanji
COMPONENT#728,KANJI#127,紙,糸,,,ComponentKanji
COMPONENT#611,KANJI#127,紙,氏,,,ComponentKanji
COMPONENT#459,KANJI#127,紙,幺,,,ComponentKanji
COMPONENT#407,KANJI#127,紙,小,,,ComponentKanji
COMPONENT#722,KANJI#128,答,竹,,,ComponentKanji
COMPONENT#909,KANJI#128,答,𠆢,,,ComponentKanji
COMPONENT#299,KANJI#128,答,合,,,ComponentKanji
COMPONENT#127,KANJI#129,立,亠,,,ComponentKanji
COMPONENT#378,KANJI#130,空,宀,,,ComponentKanji
COMPONENT#164,KANJI#130,空,儿,,,ComponentKanji
COMPONENT#434,KANJI#130,空,工,,,ComponentKanji
COMPONENT#378,KANJI#131,究,宀,,,ComponentKanji
COMPONENT#164,KANJI#131,究,儿,,,ComponentKanji
COMPONENT#109,KANJI#131,究,九,,,ComponentKanji
COMPONENT#708,KANJI#132,秋,禾,,,ComponentKanji
COMPONENT#631,KANJI#132,秋,火,,,ComponentKanji
COMPONENT#708,KANJI#133,私,禾,,,ComponentKanji
COMPONENT#271,KANJI#133,私,厶,,,ComponentKanji
COMPONENT#700,KANJI#134,社,礻,,,ComponentKanji
COMPONENT#327,KANJI#134,社,土,,,ComponentKanji
COMPONENT#698,KANJI#135,研,石,,,ComponentKanji
COMPONENT#473,KANJI#135,研,开,,,ComponentKanji
COMPONENT#696,KANJI#136,知,矢,,,ComponentKanji
COMPONENT#285,KANJI#136,知,口,,,ComponentKanji
COMPONENT#62,KANJI#137,着,䒑,,,ComponentKanji
COMPONENT#70,KANJI#137,着,丆,,,ComponentKanji
COMPONENT#686,KANJI#137,着,目,,,ComponentKanji
COMPONENT#242,KANJI#138,真,十,,,ComponentKanji
COMPONENT#185,KANJI#138,真,具,,,ComponentKanji
COMPONENT#686,KANJI#138,真,目,,,ComponentKanji
COMPONENT#538,KANJI#139,目,日,,,ComponentKanji
COMPONENT#65,KANJI#139,目,一,,,ComponentKanji
COMPONENT#681,KANJI#140,的,白,,,ComponentKanji
COMPONENT#229,KANJI#140,的,勺,,,ComponentKanji
COMPONENT#678,KANJI#141,発,癶,,,ComponentKanji
COMPONENT#117,KANJI#141,発,二,,,ComponentKanji
COMPONENT#164,KANJI#141,発,儿,,,ComponentKanji
COMPONENT#677,KANJI#142,病,疒,,,ComponentKanji
COMPONENT#81,KANJI#142,病,丙,,,ComponentKanji
COMPONENT#188,KANJI#142,病,冂,,,ComponentKanji
COMPONENT#143,KANJI#142,病,人,,,ComponentKanji
COMPONENT#668,KANJI#143,界,界,,,ComponentKanji
COMPONENT#146,KANJI#143,界,介,,,ComponentKanji
COMPONENT#65,KANJI#144,画,一,,,ComponentKanji
COMPONENT#661,KANJI#144,画,由,,,ComponentKanji
COMPONENT#208,KANJI#144,画,凵,,,ComponentKanji
COMPONENT#660,KANJI#145,町,田,,,ComponentKanji
COMPONENT#67,KANJI#145,町,丁,,,ComponentKanji
COMPONENT#285,KANJI#146,田,口,,,ComponentKanji
COMPONENT#242,KANJI#146,田,十,,,ComponentKanji
COMPONENT#8,KANJI#147,用,⺆,,,ComponentKanji
COMPONENT#117,KANJI#147,用,二,,,ComponentKanji
COMPONENT#86,KANJI#147,用,丨,,,ComponentKanji
COMPONENT#650,KANJI#148,理,王,,,ComponentKanji
COMPONENT#848,KANJI#148,理,里,,,ComponentKanji
COMPONENT#352,KANJI#149,犬,大,,,ComponentKanji
COMPONENT#92,KANJI#149,犬,丶,,,ComponentKanji
COMPONENT#643,KANJI#150,特,牛,,,ComponentKanji
COMPONENT#397,KANJI#150,特,寺,,,ComponentKanji
COMPONENT#327,KANJI#150,特,土,,,ComponentKanji
COMPONENT#396,KANJI#150,特,寸,,,ComponentKanji
COMPONENT#643,KANJI#151,物,牛,,,ComponentKanji
COMPONENT#230,KANJI#151,物,勿,,,ComponentKanji
COMPONENT#907,KANJI#152,牛,𠂉,,,ComponentKanji
COMPONENT#242,KANJI#152,牛,十,,,ComponentKanji
COMPONENT#616,KANJI#153,漢,氵,,,ComponentKanji
COMPONENT#913,KANJI#153,漢,𦰩,,,ComponentKanji
COMPONENT#778,KANJI#153,漢,艹,,,ComponentKanji
COMPONENT#285,KANJI#153,漢,口,,,ComponentKanji
COMPONENT#355,KANJI#153,漢,夫,,,ComponentKanji
COMPONENT#616,KANJI#154,海,氵,,,ComponentKanji
COMPONENT#608,KANJI#154,海,毎,,,ComponentKanji
COMPONENT#907,KANJI#154,海,𠂉,,,ComponentKanji
COMPONENT#606,KANJI#154,海,毋,,,ComponentKanji
COMPONENT#616,KANJI#155,洋,氵,,,ComponentKanji
COMPONENT#738,KANJI#155,洋,羊,,,ComponentKanji
COMPONENT#616,KANJI#156,注,氵,,,ComponentKanji
COMPONENT#96,KANJI#156,注,主,,,ComponentKanji
COMPONENT#650,KANJI#156,注,王,,,ComponentKanji
COMPONENT#65,KANJI#157,死,一,,,ComponentKanji
COMPONENT#349,KANJI#157,死,夕,,,ComponentKanji
COMPONENT#31,KANJI#157,死,ヒ,,,ComponentKanji
COMPONENT#595,KANJI#158,歩,止,,,ComponentKanji
COMPONENT#408,KANJI#158,歩,少,,,ComponentKanji
COMPONENT#407,KANJI#158,歩,小,,,ComponentKanji
COMPONENT#65,KANJI#159,正,一,,,ComponentKanji
COMPONENT#595,KANJI#159,正,止,,,ComponentKanji
COMPONENT#74,KANJI#160,止,上,,,ComponentKanji
COMPONENT#86,KANJI#160,止,丨,,,ComponentKanji
COMPONENT#292,KANJI#161,歌,可,,,ComponentKanji
COMPONENT#592,KANJI#161,歌,欠,,,ComponentKanji
COMPONENT#143,KANJI#161,歌,人,,,ComponentKanji
COMPONENT#681,KANJI#162,楽,白,,,ComponentKanji
COMPONENT#572,KANJI#162,楽,木,,,ComponentKanji
COMPONENT#82,KANJI#163,業,业,,,ComponentKanji
COMPONENT#62,KANJI#163,業,䒑,,,ComponentKanji
COMPONENT#573,KANJI#163,業,未,,,ComponentKanji
COMPONENT#904,KANJI#164,朝,龺,,,ComponentKanji
COMPONENT#567,KANJI#164,朝,月,,,ComponentKanji
COMPONENT#242,KANJI#164,朝,十,,,ComponentKanji
COMPONENT#538,KANJI#164,朝,日,,,ComponentKanji
COMPONENT#567,KANJI#165,服,月,,,ComponentKanji
COMPONENT#910,KANJI#165,服,𠬝,,,ComponentKanji
COMPONENT#260,KANJI#165,服,卩,,,ComponentKanji
COMPONENT#275,KANJI#165,服,又,,,ComponentKanji
COMPONENT#27,KANJI#166,有,ナ,,,ComponentKanji
COMPONENT#567,KANJI#166,有,月,,,ComponentKanji
COMPONENT#538,KANJI#167,曜,日,,,ComponentKanji
COMPONENT#743,KANJI#167,曜,羽,,,ComponentKanji
COMPONENT#859,KANJI#167,曜,隹,,,ComponentKanji
COMPONENT#416,KANJI#168,昼,尺,,,ComponentKanji
COMPONENT#541,KANJI#168,昼,旦,,,ComponentKanji
COMPONENT#538,KANJI#168,昼,日,,,ComponentKanji
COMPONENT#65,KANJI#168,昼,一,,,ComponentKanji
COMPONENT#912,KANJI#169,春,𡗗,,,ComponentKanji
COMPONENT#538,KANJI#169,春,日,,,ComponentKanji
COMPONENT#72,KANJI#169,春,三,,,ComponentKanji
COMPONENT#143,KANJI#169,春,人,,,ComponentKanji
COMPONENT#538,KANJI#170,映,日,,,ComponentKanji
COMPONENT#358,KANJI#170,映,央,,,ComponentKanji
COMPONENT#538,KANJI#171,明,日,,,ComponentKanji
COMPONENT#567,KANJI#171,明,月,,,ComponentKanji
COMPONENT#538,KANJI#172,早,日,,,ComponentKanji
COMPONENT#242,KANJI#172,早,十,,,ComponentKanji
COMPONENT#533,KANJI#173,族,方,,,ComponentKanji
COMPONENT#907,KANJI#173,族,𠂉,,,ComponentKanji
COMPONENT#696,KANJI#173,族,矢,,,ComponentKanji
COMPONENT#533,KANJI#174,旅,方,,,ComponentKanji
COMPONENT#127,KANJI#175,方,亠,,,ComponentKanji
COMPONENT#71,KANJI#175,方,万,,,ComponentKanji
COMPONENT#141,KANJI#176,新,亲,,,ComponentKanji
COMPONENT#529,KANJI#176,新,斤,,,ComponentKanji
COMPONENT#716,KANJI#176,新,立,,,ComponentKanji
COMPONENT#572,KANJI#176,新,木,,,ComponentKanji
COMPONENT#724,KANJI#177,料,米,,,ComponentKanji
COMPONENT#528,KANJI#177,料,斗,,,ComponentKanji
COMPONENT#127,KANJI#178,文,亠,,,ComponentKanji
COMPONENT#36,KANJI#178,文,メ,,,ComponentKanji
COMPONENT#744,KANJI#179,教,耂,,,ComponentKanji
COMPONENT#518,KANJI#179,教,攵,,,ComponentKanji
COMPONENT#907,KANJI#179,教,𠂉,,,ComponentKanji
COMPONENT#36,KANJI#179,教,メ,,,ComponentKanji
COMPONENT#513,KANJI#180,持,扌,,,ComponentKanji
COMPONENT#397,KANJI#180,持,寺,,,ComponentKanji
COMPONENT#327,KANJI#180,持,土,,,ComponentKanji
COMPONENT#396,KANJI#180,持,寸,,,ComponentKanji
COMPONENT#716,KANJI#182,意,立,,,ComponentKanji
COMPONENT#538,KANJI#182,意,日,,,ComponentKanji
COMPONENT#491,KANJI#182,意,心,,,ComponentKanji
COMPONENT#125,KANJI#183,悪,亜,,,ComponentKanji
COMPONENT#491,KANJI#183,悪,心,,,ComponentKanji
COMPONENT#891,KANJI#248,鳴,鳥,,,ComponentKanji
COMPONENT#285,KANJI#248,鳴,口,,,ComponentKanji
COMPONENT#632,KANJI#248,鳴,灬,,,ComponentKanji
