PK,SK,kanji_char,component_char,,,EntityType
COMPONENT#822,KANJI#584,具,貝,,,ComponentKanji
COMPONENT#65,KANJI#584,具,一,,,ComponentKanji
COMPONENT#686,KANJI#584,具,目,,,ComponentKanji
COMPONENT#177,KANJI#584,具,八,,,ComponentKanji
COMPONENT#180,KANJI#585,共,共,,,ComponentKanji
COMPONENT#901,KANJI#585,共,龷,,,ComponentKanji
COMPONENT#177,KANJI#585,共,八,,,ComponentKanji
COMPONENT#143,KANJI#586,全,人,,,ComponentKanji
COMPONENT#650,KANJI#586,全,王,,,ComponentKanji
COMPONENT#10,KANJI#587,光,⺌,,,ComponentKanji
COMPONENT#164,KANJI#587,光,儿,,,ComponentKanji
COMPONENT#18,KANJI#588,優,イ,,,ComponentKanji
COMPONENT#57,KANJI#588,優,㥑,,,ComponentKanji
COMPONENT#343,KANJI#588,優,夂,,,ComponentKanji
COMPONENT#491,KANJI#588,優,心,,,ComponentKanji
COMPONENT#18,KANJI#589,働,イ,,,ComponentKanji
COMPONENT#226,KANJI#589,働,動,,,ComponentKanji
COMPONENT#849,KANJI#589,働,重,,,ComponentKanji
COMPONENT#221,KANJI#589,働,力,,,ComponentKanji
COMPONENT#18,KANJI#590,備,イ,,,ComponentKanji
COMPONENT#901,KANJI#590,備,龷,,,ComponentKanji
COMPONENT#657,KANJI#590,備,用,,,ComponentKanji
COMPONENT#70,KANJI#590,備,丆,,,ComponentKanji
COMPONENT#18,KANJI#591,偶,イ,,,ComponentKanji
COMPONENT#706,KANJI#591,偶,禺,,,ComponentKanji
COMPONENT#662,KANJI#591,偶,甲,,,ComponentKanji
COMPONENT#18,KANJI#592,側,イ,,,ComponentKanji
COMPONENT#220,KANJI#592,側,則,,,ComponentKanji
COMPONENT#822,KANJI#592,側,貝,,,ComponentKanji
COMPONENT#212,KANJI#592,側,刂,,,ComponentKanji
COMPONENT#18,KANJI#593,偉,イ,,,ComponentKanji
COMPONENT#872,KANJI#593,偉,韋,,,ComponentKanji
COMPONENT#42,KANJI#593,偉,㐄,,,ComponentKanji
COMPONENT#18,KANJI#594,値,イ,,,ComponentKanji
COMPONENT#687,KANJI#594,値,直,,,ComponentKanji
COMPONENT#686,KANJI#594,値,目,,,ComponentKanji
COMPONENT#18,KANJI#595,候,イ,,,ComponentKanji
COMPONENT#37,KANJI#595,候,ユ,,,ComponentKanji
COMPONENT#696,KANJI#595,候,矢,,,ComponentKanji
COMPONENT#18,KANJI#596,倒,イ,,,ComponentKanji
COMPONENT#66,KANJI#596,倒,一ム,,,ComponentKanji
COMPONENT#327,KANJI#596,倒,土,,,ComponentKanji
COMPONENT#766,KANJI#596,倒,至,,,ComponentKanji
COMPONENT#18,KANJI#597,信,イ,,,ComponentKanji
COMPONENT#810,KANJI#597,信,言,,,ComponentKanji
COMPONENT#18,KANJI#598,係,イ,,,ComponentKanji
COMPONENT#728,KANJI#598,係,糸,,,ComponentKanji
COMPONENT#459,KANJI#598,係,幺,,,ComponentKanji
COMPONENT#407,KANJI#598,係,小,,,ComponentKanji
COMPONENT#18,KANJI#599,便,イ,,,ComponentKanji
COMPONENT#561,KANJI#599,便,更,,,ComponentKanji
COMPONENT#663,KANJI#599,便,申,,,ComponentKanji
COMPONENT#18,KANJI#600,供,イ,,,ComponentKanji
COMPONENT#180,KANJI#600,供,共,,,ComponentKanji
COMPONENT#901,KANJI#600,供,龷,,,ComponentKanji
COMPONENT#18,KANJI#601,例,イ,,,ComponentKanji
COMPONENT#217,KANJI#601,例,列,,,ComponentKanji
COMPONENT#601,KANJI#601,例,歹,,,ComponentKanji
COMPONENT#212,KANJI#601,例,刂,,,ComponentKanji
COMPONENT#143,KANJI#602,余,人,,,ComponentKanji
COMPONENT#407,KANJI#602,余,小,,,ComponentKanji
COMPONENT#18,KANJI#603,位,イ,,,ComponentKanji
COMPONENT#716,KANJI#603,位,立,,,ComponentKanji
COMPONENT#18,KANJI#604,似,イ,,,ComponentKanji
COMPONENT#152,KANJI#604,似,以,,,ComponentKanji
COMPONENT#143,KANJI#604,似,人,,,ComponentKanji
COMPONENT#18,KANJI#605,伝,イ,,,ComponentKanji
COMPONENT#120,KANJI#605,伝,云,,,ComponentKanji
COMPONENT#18,KANJI#606,任,イ,,,ComponentKanji
COMPONENT#338,KANJI#606,任,壬,,,ComponentKanji
COMPONENT#18,KANJI#607,件,イ,,,ComponentKanji
COMPONENT#643,KANJI#607,件,牛,,,ComponentKanji
COMPONENT#18,KANJI#608,付,イ,,,ComponentKanji
COMPONENT#396,KANJI#608,付,寸,,,ComponentKanji
COMPONENT#18,KANJI#609,他,イ,,,ComponentKanji
COMPONENT#111,KANJI#609,他,也,,,ComponentKanji
COMPONENT#127,KANJI#610,交,亠,,,ComponentKanji
COMPONENT#640,KANJI#610,交,父,,,ComponentKanji
COMPONENT#127,KANJI#611,亡,亠,,,ComponentKanji
COMPONENT#481,KANJI#612,互,彑,,,ComponentKanji
COMPONENT#20,KANJI#613,争,ク,,,ComponentKanji
COMPONENT#34,KANJI#614,予,マ,,,ComponentKanji
COMPONENT#572,KANJI#615,乗,木,,,ComponentKanji
COMPONENT#708,KANJI#615,乗,禾,,,ComponentKanji
COMPONENT#188,KANJI#616,両,冂,,,ComponentKanji
COMPONENT#426,KANJI#616,両,山,,,ComponentKanji
COMPONENT#65,KANJI#617,与,一,,,ComponentKanji
COMPONENT#600,KANJI#618,齢,歯,,,ComponentKanji
COMPONENT#151,KANJI#618,齢,令,,,ComponentKanji
COMPONENT#724,KANJI#618,齢,米,,,ComponentKanji
COMPONENT#595,KANJI#618,齢,止,,,ComponentKanji
COMPONENT#208,KANJI#618,齢,凵,,,ComponentKanji
COMPONENT#765,KANJI#619,鼻,自,,,ComponentKanji
COMPONENT#660,KANJI#619,鼻,田,,,ComponentKanji
COMPONENT#471,KANJI#619,鼻,廾,,,ComponentKanji
COMPONENT#901,KANJI#620,黄,龷,,,ComponentKanji
COMPONENT#661,KANJI#620,黄,由,,,ComponentKanji
COMPONENT#177,KANJI#620,黄,八,,,ComponentKanji
COMPONENT#900,KANJI#621,麦,龶,,,ComponentKanji
COMPONENT#343,KANJI#621,麦,夂,,,ComponentKanji
COMPONENT#195,KANJI#622,骨,冎,,,ComponentKanji
COMPONENT#567,KANJI#622,骨,月,,,ComponentKanji
COMPONENT#884,KANJI#623,駐,馬,,,ComponentKanji
COMPONENT#96,KANJI#623,駐,主,,,ComponentKanji
COMPONENT#650,KANJI#623,駐,王,,,ComponentKanji
COMPONENT#632,KANJI#623,駐,灬,,,ComponentKanji
COMPONENT#708,KANJI#624,香,禾,,,ComponentKanji
COMPONENT#538,KANJI#624,香,日,,,ComponentKanji
COMPONENT#388,KANJI#625,額,客,,,ComponentKanji
COMPONENT#875,KANJI#625,額,頁,,,ComponentKanji
COMPONENT#822,KANJI#625,額,貝,,,ComponentKanji
COMPONENT#686,KANJI#625,額,目,,,ComponentKanji
COMPONENT#343,KANJI#625,額,夂,,,ComponentKanji
COMPONENT#151,KANJI#626,領,令,,,ComponentKanji
COMPONENT#875,KANJI#626,領,頁,,,ComponentKanji
COMPONENT#822,KANJI#626,領,貝,,,ComponentKanji
COMPONENT#686,KANJI#626,領,目,,,ComponentKanji
COMPONENT#115,KANJI#627,預,予,,,ComponentKanji
COMPONENT#875,KANJI#627,預,頁,,,ComponentKanji
COMPONENT#822,KANJI#627,預,貝,,,ComponentKanji
COMPONENT#686,KANJI#627,預,目,,,ComponentKanji
COMPONENT#34,KANJI#627,預,マ,,,ComponentKanji
COMPONENT#430,KANJI#628,順,川,,,ComponentKanji
COMPONENT#875,KANJI#628,順,頁,,,ComponentKanji
COMPONENT#822,KANJI#628,順,貝,,,ComponentKanji
COMPONENT#686,KANJI#628,順,目,,,ComponentKanji
COMPONENT#472,KANJI#629,革,廿,,,ComponentKanji
COMPONENT#89,KANJI#629,革,中,,,ComponentKanji
COMPONENT#242,KANJI#629,革,十,,,ComponentKanji
COMPONENT#865,KANJI#630,震,雨,,,ComponentKanji
COMPONENT#838,KANJI#630,震,辰,,,ComponentKanji
COMPONENT#865,KANJI#631,零,雨,,,ComponentKanji
COMPONENT#151,KANJI#631,零,令,,,ComponentKanji
COMPONENT#865,KANJI#632,雲,雨,,,ComponentKanji
COMPONENT#120,KANJI#632,雲,云,,,ComponentKanji
COMPONENT#510,KANJI#633,雇,戸,,,ComponentKanji
COMPONENT#859,KANJI#633,雇,隹,,,ComponentKanji
COMPONENT#859,KANJI#634,隻,隹,,,ComponentKanji
COMPONENT#275,KANJI#634,隻,又,,,ComponentKanji
COMPONENT#856,KANJI#635,階,阝,,,ComponentKanji
COMPONENT#609,KANJI#635,階,比,,,ComponentKanji
COMPONENT#681,KANJI#635,階,白,,,ComponentKanji
COMPONENT#31,KANJI#635,階,ヒ,,,ComponentKanji
COMPONENT#856,KANJI#636,隅,阝,,,ComponentKanji
COMPONENT#706,KANJI#636,隅,禺,,,ComponentKanji
COMPONENT#662,KANJI#636,隅,甲,,,ComponentKanji
COMPONENT#856,KANJI#637,陸,阝,,,ComponentKanji
COMPONENT#332,KANJI#637,陸,坴,,,ComponentKanji
COMPONENT#329,KANJI#637,陸,圥,,,ComponentKanji
COMPONENT#327,KANJI#637,陸,土,,,ComponentKanji
COMPONENT#856,KANJI#638,防,阝,,,ComponentKanji
COMPONENT#533,KANJI#638,防,方,,,ComponentKanji
COMPONENT#851,KANJI#640,録,金,,,ComponentKanji
COMPONENT#480,KANJI#640,録,彐,,,ComponentKanji
COMPONENT#618,KANJI#640,録,氺,,,ComponentKanji
COMPONENT#851,KANJI#641,鋭,金,,,ComponentKanji
COMPONENT#168,KANJI#641,鋭,兄,,,ComponentKanji
COMPONENT#851,KANJI#642,銅,金,,,ComponentKanji
COMPONENT#302,KANJI#642,銅,同,,,ComponentKanji
COMPONENT#851,KANJI#643,鉱,金,,,ComponentKanji
COMPONENT#462,KANJI#643,鉱,広,,,ComponentKanji
COMPONENT#461,KANJI#643,鉱,广,,,ComponentKanji
COMPONENT#851,KANJI#644,鉄,金,,,ComponentKanji
COMPONENT#359,KANJI#644,鉄,失,,,ComponentKanji
COMPONENT#851,KANJI#645,鈍,金,,,ComponentKanji
COMPONENT#424,KANJI#645,鈍,屯,,,ComponentKanji
COMPONENT#108,KANJI#645,鈍,乚,,,ComponentKanji
COMPONENT#851,KANJI#646,針,金,,,ComponentKanji
COMPONENT#242,KANJI#646,針,十,,,ComponentKanji
COMPONENT#538,KANJI#647,量,日,,,ComponentKanji
COMPONENT#65,KANJI#647,量,一,,,ComponentKanji
COMPONENT#848,KANJI#647,量,里,,,ComponentKanji
COMPONENT#541,KANJI#647,量,旦,,,ComponentKanji
COMPONENT#333,KANJI#648,郵,垂,,,ComponentKanji
COMPONENT#856,KANJI#648,郵,阝,,,ComponentKanji
COMPONENT#856,KANJI#649,郊,阝,,,ComponentKanji
COMPONENT#132,KANJI#649,郊,交,,,ComponentKanji
COMPONENT#640,KANJI#649,郊,父,,,ComponentKanji
COMPONENT#905,KANJI#650,造,辶,,,ComponentKanji
COMPONENT#309,KANJI#650,造,告,,,ComponentKanji
COMPONENT#905,KANJI#651,逆,辶,,,ComponentKanji
COMPONENT#425,KANJI#651,逆,屰,,,ComponentKanji
COMPONENT#905,KANJI#652,述,辶,,,ComponentKanji
COMPONENT#576,KANJI#652,述,朮,,,ComponentKanji
COMPONENT#905,KANJI#653,辺,辶,,,ComponentKanji
COMPONENT#211,KANJI#653,辺,刀,,,ComponentKanji
COMPONENT#560,KANJI#654,農,曲,,,ComponentKanji
COMPONENT#838,KANJI#654,農,辰,,,ComponentKanji
COMPONENT#716,KANJI#655,辛,立,,,ComponentKanji
COMPONENT#242,KANJI#655,辛,十,,,ComponentKanji
COMPONENT#834,KANJI#656,輸,車,,,ComponentKanji
COMPONENT#162,KANJI#656,輸,俞,,,ComponentKanji
COMPONENT#567,KANJI#656,輸,月,,,ComponentKanji
COMPONENT#212,KANJI#656,輸,刂,,,ComponentKanji
COMPONENT#834,KANJI#657,輪,車,,,ComponentKanji
COMPONENT#160,KANJI#657,輪,侖,,,ComponentKanji
COMPONENT#834,KANJI#658,軽,車,,,ComponentKanji
COMPONENT#328,KANJI#658,軽,圣,,,ComponentKanji
COMPONENT#275,KANJI#658,軽,又,,,ComponentKanji
COMPONENT#327,KANJI#658,軽,土,,,ComponentKanji
COMPONENT#834,KANJI#659,軟,車,,,ComponentKanji
COMPONENT#592,KANJI#659,軟,欠,,,ComponentKanji
COMPONENT#834,KANJI#660,軒,車,,,ComponentKanji
COMPONENT#454,KANJI#660,軒,干,,,ComponentKanji
COMPONENT#835,KANJI#661,軍,軍,,,ComponentKanji
COMPONENT#834,KANJI#661,軍,車,,,ComponentKanji
COMPONENT#199,KANJI#661,軍,冖,,,ComponentKanji
COMPONENT#830,KANJI#662,踊,足,,,ComponentKanji
COMPONENT#595,KANJI#662,踊,止,,,ComponentKanji
COMPONENT#659,KANJI#662,踊,甬,,,ComponentKanji
COMPONENT#34,KANJI#662,踊,マ,,,ComponentKanji
COMPONENT#830,KANJI#663,跡,足,,,ComponentKanji
COMPONENT#134,KANJI#663,跡,亦,,,ComponentKanji
COMPONENT#595,KANJI#663,跡,止,,,ComponentKanji
COMPONENT#829,KANJI#664,超,走,,,ComponentKanji
COMPONENT#291,KANJI#664,超,召,,,ComponentKanji
COMPONENT#327,KANJI#664,超,土,,,ComponentKanji
COMPONENT#211,KANJI#664,超,刀,,,ComponentKanji
COMPONENT#564,KANJI#665,贈,曽,,,ComponentKanji
COMPONENT#822,KANJI#665,贈,貝,,,ComponentKanji
COMPONENT#686,KANJI#665,贈,目,,,ComponentKanji
COMPONENT#660,KANJI#665,贈,田,,,ComponentKanji
COMPONENT#764,KANJI#666,賢,臤,,,ComponentKanji
COMPONENT#822,KANJI#666,賢,貝,,,ComponentKanji
COMPONENT#686,KANJI#666,賢,目,,,ComponentKanji
COMPONENT#763,KANJI#666,賢,臣,,,ComponentKanji
COMPONENT#275,KANJI#666,賢,又,,,ComponentKanji
COMPONENT#822,KANJI#667,賞,貝,,,ComponentKanji
COMPONENT#315,KANJI#667,賞,員,,,ComponentKanji
COMPONENT#686,KANJI#667,賞,目,,,ComponentKanji
COMPONENT#902,KANJI#667,賞,龸,,,ComponentKanji
COMPONENT#211,KANJI#668,貿,刀,,,ComponentKanji
COMPONENT#822,KANJI#668,貿,貝,,,ComponentKanji
COMPONENT#686,KANJI#668,貿,目,,,ComponentKanji
COMPONENT#822,KANJI#669,貯,貝,,,ComponentKanji
COMPONENT#379,KANJI#669,貯,宁,,,ComponentKanji
COMPONENT#67,KANJI#669,貯,丁,,,ComponentKanji
COMPONENT#822,KANJI#670,販,貝,,,ComponentKanji
COMPONENT#279,KANJI#670,販,反,,,ComponentKanji
COMPONENT#275,KANJI#670,販,又,,,ComponentKanji
COMPONENT#266,KANJI#670,販,厂,,,ComponentKanji
COMPONENT#238,KANJI#671,貨,化,,,ComponentKanji
COMPONENT#822,KANJI#671,貨,貝,,,ComponentKanji
COMPONENT#18,KANJI#671,貨,イ,,,ComponentKanji
COMPONENT#31,KANJI#671,貨,ヒ,,,ComponentKanji
COMPONENT#686,KANJI#672,貝,目,,,ComponentKanji
COMPONENT#177,KANJI#672,貝,八,,,ComponentKanji
COMPONENT#20,KANJI#673,象,ク,,,ComponentKanji
COMPONENT#816,KANJI#673,象,豕,,,ComponentKanji
COMPONENT#560,KANJI#674,豊,曲,,,ComponentKanji
COMPONENT#813,KANJI#674,豊,豆,,,ComponentKanji
COMPONENT#177,KANJI#675,谷,八,,,ComponentKanji
COMPONENT#143,KANJI#675,谷,人,,,ComponentKanji
COMPONENT#285,KANJI#675,谷,口,,,ComponentKanji
COMPONENT#810,KANJI#676,講,言,,,ComponentKanji
COMPONENT#198,KANJI#676,講,冓,,,ComponentKanji
COMPONENT#122,KANJI#676,講,井,,,ComponentKanji
COMPONENT#194,KANJI#676,講,再,,,ComponentKanji
COMPONENT#810,KANJI#677,諸,言,,,ComponentKanji
COMPONENT#746,KANJI#677,諸,者,,,ComponentKanji
COMPONENT#744,KANJI#677,諸,耂,,,ComponentKanji
COMPONENT#810,KANJI#678,課,言,,,ComponentKanji
COMPONENT#585,KANJI#678,課,果,,,ComponentKanji
COMPONENT#662,KANJI#678,課,甲,,,ComponentKanji
COMPONENT#572,KANJI#678,課,木,,,ComponentKanji
COMPONENT#810,KANJI#679,誌,言,,,ComponentKanji
COMPONENT#495,KANJI#679,誌,志,,,ComponentKanji
COMPONENT#337,KANJI#679,誌,士,,,ComponentKanji
COMPONENT#491,KANJI#679,誌,心,,,ComponentKanji
COMPONENT#810,KANJI#680,詰,言,,,ComponentKanji
COMPONENT#300,KANJI#680,詰,吉,,,ComponentKanji
COMPONENT#337,KANJI#680,詰,士,,,ComponentKanji
COMPONENT#810,KANJI#681,詞,言,,,ComponentKanji
COMPONENT#296,KANJI#681,詞,司,,,ComponentKanji
COMPONENT#810,KANJI#682,設,言,,,ComponentKanji
COMPONENT#603,KANJI#682,設,殳,,,ComponentKanji
COMPONENT#205,KANJI#682,設,几,,,ComponentKanji
COMPONENT#275,KANJI#682,設,又,,,ComponentKanji
COMPONENT#810,KANJI#683,訓,言,,,ComponentKanji
COMPONENT#430,KANJI#683,訓,川,,,ComponentKanji
COMPONENT#809,KANJI#684,触,角,,,ComponentKanji
COMPONENT#795,KANJI#684,触,虫,,,ComponentKanji
COMPONENT#20,KANJI#684,触,ク,,,ComponentKanji
COMPONENT#89,KANJI#684,触,中,,,ComponentKanji
COMPONENT#20,KANJI#685,角,ク,,,ComponentKanji
COMPONENT#800,KANJI#686,複,衤,,,ComponentKanji
COMPONENT#348,KANJI#686,複,复,,,ComponentKanji
COMPONENT#343,KANJI#686,複,夂,,,ComponentKanji
COMPONENT#800,KANJI#687,補,衤,,,ComponentKanji
COMPONENT#658,KANJI#687,補,甫,,,ComponentKanji
COMPONENT#127,KANJI#688,裏,亠,,,ComponentKanji
COMPONENT#848,KANJI#688,裏,里,,,ComponentKanji
COMPONENT#799,KANJI#688,裏,衣,,,ComponentKanji
COMPONENT#339,KANJI#689,装,壮,,,ComponentKanji
COMPONENT#799,KANJI#689,装,衣,,,ComponentKanji
COMPONENT#337,KANJI#689,装,士,,,ComponentKanji
COMPONENT#88,KANJI#689,装,丬,,,ComponentKanji
COMPONENT#683,KANJI#690,被,皮,,,ComponentKanji
COMPONENT#275,KANJI#690,被,又,,,ComponentKanji
COMPONENT#279,KANJI#690,被,反,,,ComponentKanji
COMPONENT#150,KANJI#691,袋,代,,,ComponentKanji
COMPONENT#799,KANJI#691,袋,衣,,,ComponentKanji
COMPONENT#18,KANJI#691,袋,イ,,,ComponentKanji
COMPONENT#474,KANJI#691,袋,弋,,,ComponentKanji
COMPONENT#127,KANJI#692,衣,亠,,,ComponentKanji
COMPONENT#684,KANJI#693,血,皿,,,ComponentKanji
COMPONENT#89,KANJI#694,虫,中,,,ComponentKanji
COMPONENT#778,KANJI#695,薄,艹,,,ComponentKanji
COMPONENT#400,KANJI#695,薄,専,,,ComponentKanji
COMPONENT#616,KANJI#695,薄,氵,,,ComponentKanji
COMPONENT#396,KANJI#695,薄,寸,,,ComponentKanji
COMPONENT#778,KANJI#696,蔵,艹,,,ComponentKanji
COMPONENT#505,KANJI#696,蔵,戊,,,ComponentKanji
COMPONENT#763,KANJI#696,蔵,臣,,,ComponentKanji
COMPONENT#778,KANJI#697,蒸,艹,,,ComponentKanji
COMPONENT#83,KANJI#697,蒸,丞,,,ComponentKanji
COMPONENT#632,KANJI#697,蒸,灬,,,ComponentKanji
COMPONENT#778,KANJI#698,著,艹,,,ComponentKanji
COMPONENT#746,KANJI#698,著,者,,,ComponentKanji
COMPONENT#744,KANJI#698,著,耂,,,ComponentKanji
COMPONENT#538,KANJI#698,著,日,,,ComponentKanji
COMPONENT#778,KANJI#699,菜,艹,,,ComponentKanji
COMPONENT#847,KANJI#699,菜,采,,,ComponentKanji
COMPONENT#13,KANJI#699,菜,⺤,,,ComponentKanji
COMPONENT#572,KANJI#699,菜,木,,,ComponentKanji
COMPONENT#778,KANJI#700,菓,艹,,,ComponentKanji
COMPONENT#585,KANJI#700,菓,果,,,ComponentKanji
COMPONENT#662,KANJI#700,菓,甲,,,ComponentKanji
COMPONENT#572,KANJI#700,菓,木,,,ComponentKanji
COMPONENT#778,KANJI#701,荷,艹,,,ComponentKanji
COMPONENT#156,KANJI#701,荷,何,,,ComponentKanji
COMPONENT#18,KANJI#701,荷,イ,,,ComponentKanji
COMPONENT#292,KANJI#701,荷,可,,,ComponentKanji
COMPONENT#778,KANJI#702,荒,艹,,,ComponentKanji
COMPONENT#130,KANJI#702,荒,亡,,,ComponentKanji
COMPONENT#430,KANJI#702,荒,川,,,ComponentKanji
COMPONENT#432,KANJI#702,荒,巟,,,ComponentKanji
COMPONENT#778,KANJI#703,芸,艹,,,ComponentKanji
COMPONENT#120,KANJI#703,芸,云,,,ComponentKanji
COMPONENT#773,KANJI#704,般,舟,,,ComponentKanji
COMPONENT#603,KANJI#704,般,殳,,,ComponentKanji
COMPONENT#773,KANJI#705,航,舟,,,ComponentKanji
COMPONENT#131,KANJI#705,航,亢,,,ComponentKanji
COMPONENT#205,KANJI#705,航,几,,,ComponentKanji
COMPONENT#95,KANJI#706,舟,丹,,,ComponentKanji
COMPONENT#763,KANJI#707,臣,臣,,,ComponentKanji
COMPONENT#436,KANJI#707,臣,巨,,,ComponentKanji
COMPONENT#567,KANJI#708,臓,月,,,ComponentKanji
COMPONENT#791,KANJI#708,臓,蔵,,,ComponentKanji
COMPONENT#763,KANJI#708,臓,臣,,,ComponentKanji
COMPONENT#505,KANJI#708,臓,戊,,,ComponentKanji
COMPONENT#792,KANJI#709,膚,虍,,,ComponentKanji
COMPONENT#759,KANJI#709,膚,胃,,,ComponentKanji
COMPONENT#660,KANJI#709,膚,田,,,ComponentKanji
COMPONENT#567,KANJI#709,膚,月,,,ComponentKanji
COMPONENT#567,KANJI#710,腰,月,,,ComponentKanji
COMPONENT#805,KANJI#710,腰,覀,,,ComponentKanji
COMPONENT#367,KANJI#710,腰,女,,,ComponentKanji
COMPONENT#806,KANJI#710,腰,要,,,ComponentKanji
COMPONENT#567,KANJI#711,腕,月,,,ComponentKanji
COMPONENT#349,KANJI#711,腕,夕,,,ComponentKanji
COMPONENT#350,KANJI#711,腕,夗,,,ComponentKanji
COMPONENT#50,KANJI#711,腕,㔾,,,ComponentKanji
COMPONENT#567,KANJI#712,脳,月,,,ComponentKanji
COMPONENT#11,KANJI#712,脳,⺍,,,ComponentKanji
COMPONENT#209,KANJI#712,脳,凶,,,ComponentKanji
COMPONENT#567,KANJI#713,脂,月,,,ComponentKanji
COMPONENT#31,KANJI#713,脂,ヒ,,,ComponentKanji
COMPONENT#543,KANJI#713,脂,旨,,,ComponentKanji
COMPONENT#538,KANJI#713,脂,日,,,ComponentKanji
COMPONENT#567,KANJI#714,胸,月,,,ComponentKanji
COMPONENT#209,KANJI#714,胸,凶,,,ComponentKanji
COMPONENT#234,KANJI#714,胸,匈,,,ComponentKanji
COMPONENT#228,KANJI#714,胸,勹,,,ComponentKanji
COMPONENT#660,KANJI#715,胃,田,,,ComponentKanji
COMPONENT#567,KANJI#715,胃,月,,,ComponentKanji
COMPONENT#595,KANJI#716,肯,止,,,ComponentKanji
COMPONENT#567,KANJI#716,肯,月,,,ComponentKanji
COMPONENT#510,KANJI#717,肩,戸,,,ComponentKanji
COMPONENT#567,KANJI#717,肩,月,,,ComponentKanji
COMPONENT#567,KANJI#718,肌,月,,,ComponentKanji
COMPONENT#205,KANJI#718,肌,几,,,ComponentKanji
COMPONENT#749,KANJI#719,耕,耒,,,ComponentKanji
COMPONENT#122,KANJI#719,耕,井,,,ComponentKanji
COMPONENT#743,KANJI#720,翌,羽,,,ComponentKanji
COMPONENT#716,KANJI#720,翌,立,,,ComponentKanji
COMPONENT#202,KANJI#720,翌,冫,,,ComponentKanji
COMPONENT#202,KANJI#721,羽,冫,,,ComponentKanji
COMPONENT#304,KANJI#722,群,君,,,ComponentKanji
COMPONENT#738,KANJI#722,群,羊,,,ComponentKanji
COMPONENT#746,KANJI#723,署,者,,,ComponentKanji
COMPONENT#734,KANJI#723,署,罒,,,ComponentKanji
COMPONENT#744,KANJI#723,署,耂,,,ComponentKanji
COMPONENT#538,KANJI#723,署,日,,,ComponentKanji
COMPONENT#643,KANJI#724,缶,牛,,,ComponentKanji
COMPONENT#728,KANJI#725,績,糸,,,ComponentKanji
COMPONENT#824,KANJI#725,績,責,,,ComponentKanji
COMPONENT#822,KANJI#725,績,貝,,,ComponentKanji
COMPONENT#900,KANJI#725,績,龶,,,ComponentKanji
COMPONENT#728,KANJI#726,練,糸,,,ComponentKanji
COMPONENT#583,KANJI#726,練,東,,,ComponentKanji
COMPONENT#663,KANJI#726,練,申,,,ComponentKanji
COMPONENT#728,KANJI#727,編,糸,,,ComponentKanji
COMPONENT#510,KANJI#727,編,戸,,,ComponentKanji
COMPONENT#511,KANJI#727,編,扁,,,ComponentKanji
COMPONENT#188,KANJI#727,編,冂,,,ComponentKanji
COMPONENT#246,KANJI#727,編,卄,,,ComponentKanji
COMPONENT#728,KANJI#728,線,糸,,,ComponentKanji
COMPONENT#624,KANJI#728,線,泉,,,ComponentKanji
COMPONENT#681,KANJI#728,線,白,,,ComponentKanji
COMPONENT#615,KANJI#728,線,水,,,ComponentKanji
COMPONENT#728,KANJI#729,緑,糸,,,ComponentKanji
COMPONENT#731,KANJI#729,緑,緑,,,ComponentKanji
COMPONENT#480,KANJI#729,緑,彐,,,ComponentKanji
COMPONENT#618,KANJI#729,緑,氺,,,ComponentKanji
COMPONENT#728,KANJI#730,総,糸,,,ComponentKanji
COMPONENT#178,KANJI#730,総,公,,,ComponentKanji
COMPONENT#491,KANJI#730,総,心,,,ComponentKanji
COMPONENT#728,KANJI#731,綿,糸,,,ComponentKanji
COMPONENT#681,KANJI#731,綿,白,,,ComponentKanji
COMPONENT#445,KANJI#731,綿,巾,,,ComponentKanji
COMPONENT#728,KANJI#732,絡,糸,,,ComponentKanji
COMPONENT#298,KANJI#732,絡,各,,,ComponentKanji
COMPONENT#343,KANJI#732,絡,夂,,,ComponentKanji
COMPONENT#728,KANJI#733,紹,糸,,,ComponentKanji
COMPONENT#291,KANJI#733,紹,召,,,ComponentKanji
COMPONENT#728,KANJI#734,細,糸,,,ComponentKanji
COMPONENT#660,KANJI#734,細,田,,,ComponentKanji
COMPONENT#728,KANJI#735,純,糸,,,ComponentKanji
COMPONENT#424,KANJI#735,純,屯,,,ComponentKanji
COMPONENT#208,KANJI#735,純,凵,,,ComponentKanji
COMPONENT#108,KANJI#735,純,乚,,,ComponentKanji
COMPONENT#108,KANJI#735,純,乚,,,ComponentKanji
COMPONENT#728,KANJI#736,紅,糸,,,ComponentKanji
COMPONENT#434,KANJI#736,紅,工,,,ComponentKanji
COMPONENT#459,KANJI#737,糸,幺,,,ComponentKanji
COMPONENT#407,KANJI#737,糸,小,,,ComponentKanji
COMPONENT#724,KANJI#738,粒,米,,,ComponentKanji
COMPONENT#716,KANJI#738,粒,立,,,ComponentKanji
COMPONENT#724,KANJI#739,粉,米,,,ComponentKanji
COMPONENT#214,KANJI#739,粉,分,,,ComponentKanji
COMPONENT#211,KANJI#739,粉,刀,,,ComponentKanji
COMPONENT#722,KANJI#740,籍,竹,,,ComponentKanji
COMPONENT#749,KANJI#740,籍,耒,,,ComponentKanji
COMPONENT#549,KANJI#740,籍,昔,,,ComponentKanji
COMPONENT#901,KANJI#740,籍,龷,,,ComponentKanji
COMPONENT#722,KANJI#741,簡,竹,,,ComponentKanji
COMPONENT#855,KANJI#741,簡,間,,,ComponentKanji
