PK,SK,word,kanji,EntityType
KANJI#35,WORD#525,後ろ,後,KanjiWord
KANJI#1056,WORD#526,隣,隣,KanjiWord
KANJI#104,WORD#527,近く,近,KanjiWord
KANJI#281,WORD#528,遠く,遠,KanjiWord
KANJI#58,WORD#529,北,北,KanjiWord
KANJI#53,WORD#530,南,南,KanjiWord
KANJI#27,WORD#531,東,東,KanjiWord
KANJI#13,WORD#532,西,西,KanjiWord
KANJI#99,WORD#533,道,道,KanjiWord
KANJI#467,WORD#534,所,所,KanjiWord
KANJI#7,WORD#535,お金,金,KanjiWord
KANJI#5,WORD#536,時間,間,KanjiWord
KANJI#33,WORD#536,時間,時,KanjiWord
KANJI#151,WORD#537,物,物,KanjiWord
KANJI#244,WORD#538,事,事,KanjiWord
KANJI#45,WORD#539,大人,大,KanjiWord
KANJI#70,WORD#539,大人,人,KanjiWord
KANJI#18,WORD#540,男の子,男,KanjiWord
KANJI#42,WORD#540,男の子,子,KanjiWord
KANJI#43,WORD#541,女の子,女,KanjiWord
KANJI#42,WORD#541,女の子,子,KanjiWord
KANJI#50,WORD#542,名前,名,KanjiWord
KANJI#59,WORD#542,名前,前,KanjiWord
KANJI#238,WORD#543,住所,住,KanjiWord
KANJI#467,WORD#543,住所,所,KanjiWord
KANJI#3,WORD#544,電話,電,KanjiWord
KANJI#11,WORD#544,電話,話,KanjiWord
KANJI#383,WORD#545,番号,番,KanjiWord
KANJI#555,WORD#545,番号,号,KanjiWord
KANJI#138,WORD#546,写真,真,KanjiWord
KANJI#230,WORD#546,写真,写,KanjiWord
KANJI#181,WORD#547,手紙,手,KanjiWord
KANJI#127,WORD#547,手紙,紙,KanjiWord
KANJI#228,WORD#548,切手,切,KanjiWord
KANJI#181,WORD#548,切手,手,KanjiWord
KANJI#151,WORD#549,荷物,物,KanjiWord
KANJI#701,WORD#549,荷物,荷,KanjiWord
KANJI#2151,WORD#551,傘,傘,KanjiWord
KANJI#33,WORD#552,時計,時,KanjiWord
KANJI#114,WORD#552,時計,計,KanjiWord
