PK,SK,character,name,en,vi,
COMPONENT,887,高,,,,
COMPONENT,888,鬲,,,,
COMPONENT,889,鬼,,,,
COMPONENT,890,魚,,,,
COMPONENT,891,鳥,,,,
COMPONENT,892,鹿,,,,
COMPONENT,893,麻,,,,
COMPONENT,894,黄,,,,
COMPONENT,895,黒,,,,
COMPONENT,896,鼡,,,,
COMPONENT,897,龍,,,,
COMPONENT,898,龰,,,,
COMPONENT,899,龵,,,,
COMPONENT,900,龶,,,,
COMPONENT,901,龷,,,,
COMPONENT,902,龸,,,,
COMPONENT,903,龹,,,,
COMPONENT,904,龺,,,,
COMPONENT,905,辶,,,,
COMPONENT,906,｜,,,,
COMPONENT,907,𠂉,,,,
COMPONENT,908,𠃌,,,,
COMPONENT,909,𠆢,,,,
COMPONENT,910,𠬝,,,,
COMPONENT,911,𠮷,,,,
COMPONENT,912,𡗗,,,,
COMPONENT,913,𦰩,,,,
