PK,SK,kanji_char,component_char,,,
COMPONENT#17,KANJI#77,読,,,,
COMPONENT#50,KANJI#78,南,,,,
COMPONENT#26,KANJI#78,南,,,,
COMPONENT#49,KANJI#78,南,,,,
COMPONENT#45,KANJI#78,南,,,,
COMPONENT#46,KANJI#79,二,,,,
COMPONENT#24,KANJI#80,日,,,,
COMPONENT#22,KANJI#80,日,,,,
COMPONENT#42,KANJI#81,入,,,,
COMPONENT#88,KANJI#82,年,午,,,
COMPONENT#47,KANJI#82,年,,,,
COMPONENT#48,KANJI#82,年,,,,
COMPONENT#1,KANJI#84,白,,,,
COMPONENT#42,KANJI#85,八,,,,
COMPONENT#49,KANJI#86,半,,,,
COMPONENT#11,KANJI#86,半,,,,
COMPONENT#45,KANJI#86,半,,,,
COMPONENT#89,KANJI#87,百,白,,,
COMPONENT#22,KANJI#87,百,,,,
COMPONENT#74,KANJI#88,父,八,,,
COMPONENT#90,KANJI#88,父,乂,,,
COMPONENT#74,KANJI#89,分,八,,,
COMPONENT#91,KANJI#89,分,刀,,,
COMPONENT#38,KANJI#90,聞,,,,
COMPONENT#92,KANJI#90,聞,耳,,,
COMPONENT#25,KANJI#91,母,,,,
COMPONENT#93,KANJI#91,母,𠃌,,,
COMPONENT#94,KANJI#92,北,匕,,,
COMPONENT#67,KANJI#92,北,,,,
COMPONENT#49,KANJI#93,木,,,,
COMPONENT#43,KANJI#94,本,,,,
COMPONENT#49,KANJI#94,本,,,,
COMPONENT#95,KANJI#95,毎,毋,,,
COMPONENT#48,KANJI#95,毎,,,,
COMPONENT#22,KANJI#96,万,,,,
COMPONENT#93,KANJI#96,万,𠃌,,,
COMPONENT#42,KANJI#96,万,,,,
COMPONENT#34,KANJI#97,名,,,,
COMPONENT#24,KANJI#97,名,,,,
COMPONENT#96,KANJI#99,友,又,,,
COMPONENT#23,KANJI#99,友,,,,
COMPONENT#97,KANJI#100,来,未,,,
COMPONENT#43,KANJI#100,来,,,,
COMPONENT#45,KANJI#100,来,,,,
COMPONENT#74,KANJI#102,六,八,,,
COMPONENT#59,KANJI#102,六,,,,
COMPONENT#54,KANJI#103,話,,,,
COMPONENT#98,KANJI#103,話,舌,,,
COMPONENT#99,KANJI#103,話,千,,,
COMPONENT#24,KANJI#103,話,,,,
COMPONENT#1,KANJI#3,書,,,,
COMPONENT#11,KANJI#3,書,,,,
COMPONENT#102,KANJI#3,書,肀,,,
